"ID","Date","Site","Collection","Mooring.Code","Sampling.Interval","SFLA_count","SFLA_settlement_rate","year","Site.Code","julian","depth_cat","temp_c","oxy_mgl","oxy_mll"
"2023_189_OR",2023-07-08,"OR",1,"OR02",14,1,0.071428571,2023,"OR",189,"mid",9.257,NA,NA
"2023_189_ORF",2023-07-08,"CF",3,"CF04",14,0,0,2023,"ORF",189,"mid",9.298875,NA,NA
"2023_189_ORF",2023-07-08,"CF",4,"CF05",14,2,0.142857143,2023,"ORF",189,"mid",9.298875,NA,NA
"2023_189_ORF",2023-07-08,"CF",1,"CF03",14,1,0.071428571,2023,"ORF",189,"mid",9.298875,NA,NA
"2023_189_ORF",2023-07-08,"CF",2,"CF06",14,4,0.285714286,2023,"ORF",189,"mid",9.298875,NA,NA
"2023_193_RR",2023-07-12,"RR",1,"RR04",14,4,0.25,2023,"RR",193,"mid",9.007708333,NA,NA
"2023_193_RR",2023-07-12,"RR",2,"RR03",14,3,0.214285714,2023,"RR",193,"mid",9.007708333,NA,NA
"2023_193_RR",2023-07-12,"RR",3,"RR02",14,8,0.571428571,2023,"RR",193,"mid",9.007708333,NA,NA
"2023_193_RR",2023-07-12,"RR",4,"RR01",14,5,0.357142857,2023,"RR",193,"mid",9.007708333,NA,NA
"2023_193_RRH",2023-07-12,"HH",1,"HH01",14,4,0.303571429,2023,"RRH",193,"mid",9.36175,NA,NA
"2023_193_RRH",2023-07-12,"HH",2,"HH02",14,9,0.619047619,2023,"RRH",193,"mid",9.36175,NA,NA
"2023_193_RRH",2023-07-12,"HH",3,"HH03",14,12,0.857142857,2023,"RRH",193,"mid",9.36175,NA,NA
"2023_193_RRH",2023-07-12,"HH",4,"HH04",14,6,0.428571429,2023,"RRH",193,"mid",9.36175,NA,NA
"2023_201_OR",2023-07-20,"OR",1,"OR02",12,2,0.166666667,2023,"OR",201,"mid",8.921833333,NA,NA
"2023_201_OR",2023-07-20,"OR",2,"OR01",12,1,0.083333333,2023,"OR",201,"mid",8.921833333,NA,NA
"2023_201_OR",2023-07-20,"OR",3,"OR05",12,5,0.416666667,2023,"OR",201,"mid",8.921833333,NA,NA
"2023_201_OR",2023-07-20,"OR",4,"OR07",12,12,1,2023,"OR",201,"mid",8.921833333,NA,NA
"2023_201_ORF",2023-07-20,"CF",1,"CF03",12,4,0.333333333,2023,"ORF",201,"mid",8.856416667,NA,NA
"2023_201_ORF",2023-07-20,"CF",2,"CF06",12,2,0.166666667,2023,"ORF",201,"mid",8.856416667,NA,NA
"2023_201_ORF",2023-07-20,"CF",3,"CF04",12,0,0,2023,"ORF",201,"mid",8.856416667,NA,NA
"2023_201_ORF",2023-07-20,"CF",4,"CF05",12,0,0,2023,"ORF",201,"mid",8.856416667,NA,NA
"2023_205_RR",2023-07-24,"RR",1,"RR04",12,0,0,2023,"RR",205,"mid",9.038583333,NA,NA
"2023_205_RR",2023-07-24,"RR",2,"RR03",12,5,0.416666667,2023,"RR",205,"mid",9.038583333,NA,NA
"2023_205_RR",2023-07-24,"RR",3,"RR02",12,0,0,2023,"RR",205,"mid",9.038583333,NA,NA
"2023_205_RR",2023-07-24,"RR",4,"RR01",12,0,0,2023,"RR",205,"mid",9.038583333,NA,NA
"2023_205_RRH",2023-07-24,"HH",1,"HH01",12,2,0.166666667,2023,"RRH",205,"mid",9.813333333,NA,NA
"2023_205_RRH",2023-07-24,"HH",2,"HH02",12,0,0,2023,"RRH",205,"mid",9.813333333,NA,NA
"2023_205_RRH",2023-07-24,"HH",3,"HH03",12,2,0.166666667,2023,"RRH",205,"mid",9.813333333,NA,NA
"2023_205_RRH",2023-07-24,"HH",4,"HH04",12,3,0.25,2023,"RRH",205,"mid",9.813333333,NA,NA
"2023_215_OR",2023-08-03,"OR",1,"OR02",14,0,0,2023,"OR",215,"mid",10.559375,NA,NA
"2023_215_OR",2023-08-03,"OR",2,"OR01",14,0,0,2023,"OR",215,"mid",10.559375,NA,NA
"2023_215_OR",2023-08-03,"OR",4,"OR07",14,0,0,2023,"OR",215,"mid",10.559375,NA,NA
"2023_215_OR",2023-08-03,"OR",3,"OR05",14,1,0.071428571,2023,"OR",215,"mid",10.559375,NA,NA
"2023_215_ORF",2023-08-03,"CF",2,"CF06",14,0,0,2023,"ORF",215,"mid",10.61804167,NA,NA
"2023_215_ORF",2023-08-03,"CF",3,"CF04",14,0,0,2023,"ORF",215,"mid",10.61804167,NA,NA
"2023_215_ORF",2023-08-03,"CF",1,"CF03",14,0,0,2023,"ORF",215,"mid",10.61804167,NA,NA
"2023_215_ORF",2023-08-03,"CF",4,"CF05",14,0,0,2023,"ORF",215,"mid",10.61804167,NA,NA
"2023_222_RR",2023-08-10,"RR",1,"RR01",17,0,0,2023,"RR",222,"mid",9.084791667,NA,NA
"2023_222_RR",2023-08-10,"RR",2,"RR02",17,0,0,2023,"RR",222,"mid",9.084791667,NA,NA
"2023_222_RR",2023-08-10,"RR",3,"RR03",17,0,0,2023,"RR",222,"mid",9.084791667,NA,NA
"2023_222_RR",2023-08-10,"RR",4,"RR04",17,0,0,2023,"RR",222,"mid",9.084791667,NA,NA
"2023_222_RRH",2023-08-10,"HH",1,"HH01",17,0,0,2023,"RRH",222,"mid",9.761,NA,NA
"2023_222_RRH",2023-08-10,"HH",2,"HH02",17,0,0,2023,"RRH",222,"mid",9.761,NA,NA
"2023_222_RRH",2023-08-10,"HH",3,"HH03",17,1,0.058823529,2023,"RRH",222,"mid",9.761,NA,NA
"2023_222_RRH",2023-08-10,"HH",4,"HH04",17,0,0,2023,"RRH",222,"mid",9.761,NA,NA
"2023_234_OR",2023-08-22,"OR",2,"OR01",19,1,0.052631579,2023,"OR",234,"mid",8.532666667,NA,NA
"2023_234_OR",2023-08-22,"OR",3,"OR05",19,0,0,2023,"OR",234,"mid",8.532666667,NA,NA
"2023_234_OR",2023-08-22,"OR",1,"OR02",19,0,0,2023,"OR",234,"mid",8.532666667,NA,NA
"2023_234_OR",2023-08-22,"OR",4,"OR07",19,0,0,2023,"OR",234,"mid",8.532666667,NA,NA
"2023_234_ORF",2023-08-22,"CF",2,"CF04",19,0,0,2023,"ORF",234,"mid",8.632375,NA,NA
"2023_234_ORF",2023-08-22,"CF",3,"CF06",19,0,0,2023,"ORF",234,"mid",8.632375,NA,NA
"2023_234_ORF",2023-08-22,"CF",1,"CF03",19,0,0,2023,"ORF",234,"mid",8.632375,NA,NA
"2023_234_ORF",2023-08-22,"CF",4,"CF05",19,0,0,2023,"ORF",234,"mid",8.632375,NA,NA
"2023_234_RR",2023-08-22,"RR",1,"RR01",12,0,0,2023,"RR",234,"mid",9.348375,NA,NA
"2023_234_RR",2023-08-22,"RR",2,"RR02",12,0,0,2023,"RR",234,"mid",9.348375,NA,NA
"2023_234_RR",2023-08-22,"RR",3,"RR03",12,0,0,2023,"RR",234,"mid",9.348375,NA,NA
"2023_234_RR",2023-08-22,"RR",4,"RR04",12,0,0,2023,"RR",234,"mid",9.348375,NA,NA
"2023_234_RRH",2023-08-22,"HH",1,"HH01",12,0,0,2023,"RRH",234,"mid",9.740041667,NA,NA
"2023_234_RRH",2023-08-22,"HH",2,"HH02",12,0,0,2023,"RRH",234,"mid",9.740041667,NA,NA
"2023_234_RRH",2023-08-22,"HH",3,"HH03",12,0,0,2023,"RRH",234,"mid",9.740041667,NA,NA
"2023_234_RRH",2023-08-22,"HH",4,"HH04",12,0,0,2023,"RRH",234,"mid",9.740041667,NA,NA
"2023_248_RR",2023-09-05,"RR",1,"RR01",14,0,0,2023,"RR",248,"mid",10.26775,NA,NA
"2023_248_RR",2023-09-05,"RR",2,"RR02",14,0,0,2023,"RR",248,"mid",10.26775,NA,NA
"2023_248_RR",2023-09-05,"RR",3,"RR03",14,0,0,2023,"RR",248,"mid",10.26775,NA,NA
"2023_248_RR",2023-09-05,"RR",4,"RR04",14,0,0,2023,"RR",248,"mid",10.26775,NA,NA
"2023_248_RRH",2023-09-05,"HH",1,"HH01",14,0,0,2023,"RRH",248,"mid",10.15658333,NA,NA
"2023_248_RRH",2023-09-05,"HH",2,"HH02",14,0,0,2023,"RRH",248,"mid",10.15658333,NA,NA
"2023_248_RRH",2023-09-05,"HH",3,"HH03",14,0,0,2023,"RRH",248,"mid",10.15658333,NA,NA
"2023_248_RRH",2023-09-05,"HH",4,"HH04",14,0,0,2023,"RRH",248,"mid",10.15658333,NA,NA
"2023_249_OR",2023-09-06,"OR",2,"OR01",15,0,0,2023,"OR",249,"mid",11.78354167,NA,NA
"2023_249_OR",2023-09-06,"OR",3,"OR05",15,0,0,2023,"OR",249,"mid",11.78354167,NA,NA
"2023_249_OR",2023-09-06,"OR",4,"OR07",15,0,0,2023,"OR",249,"mid",11.78354167,NA,NA
"2023_249_OR",2023-09-06,"OR",1,"OR02",15,0,0,2023,"OR",249,"mid",11.78354167,NA,NA
"2023_249_ORF",2023-09-06,"CF",2,"CF06",15,0,0,2023,"ORF",249,"mid",11.701,NA,NA
"2023_249_ORF",2023-09-06,"CF",3,"CF04",15,0,0,2023,"ORF",249,"mid",11.701,NA,NA
"2023_249_ORF",2023-09-06,"CF",4,"CF05",15,0,0,2023,"ORF",249,"mid",11.701,NA,NA
"2023_249_ORF",2023-09-06,"CF",1,"CF03",15,0,0,2023,"ORF",249,"mid",11.701,NA,NA
"2024_132_OR",2024-05-11,"OR",2,"OR01",17,0,0,2024,"OR",132,"mid",9.856708333,NA,NA
"2024_132_OR",2024-05-11,"OR",3,"OR05",17,0,0,2024,"OR",132,"mid",9.856708333,NA,NA
"2024_132_OR",2024-05-11,"OR",4,"OR07",17,1,0.058823529,2024,"OR",132,"mid",9.856708333,NA,NA
"2024_132_OR",2024-05-11,"OR",1,"OR02",17,0,0,2024,"OR",132,"mid",9.856708333,NA,NA
"2024_132_ORF",2024-05-11,"CF",4,"CF05",17,0,0,2024,"ORF",132,"mid",9.924,NA,NA
"2024_132_ORF",2024-05-11,"CF",3,"CF04",17,0,0,2024,"ORF",132,"mid",9.924,NA,NA
"2024_132_ORF",2024-05-11,"CF",1,"CF03",17,1,0.058823529,2024,"ORF",132,"mid",9.924,NA,NA
"2024_132_ORF",2024-05-11,"CF",2,"CF06",17,0,0,2024,"ORF",132,"mid",9.924,NA,NA
"2024_160_OR",2024-06-08,"OR",2,"OR01",30,0,0,2024,"OR",160,"mid",9.949833333,NA,NA
"2024_160_OR",2024-06-08,"OR",3,"OR05",30,0,0,2024,"OR",160,"mid",9.949833333,NA,NA
"2024_160_OR",2024-06-08,"OR",1,"OR02",30,0,0,2024,"OR",160,"mid",9.949833333,NA,NA
"2024_160_OR",2024-06-08,"OR",4,"OR07",30,0,0,2024,"OR",160,"mid",9.949833333,NA,NA
"2024_160_ORF",2024-06-08,"CF",3,"CF04",30,0,0,2024,"ORF",160,"mid",9.547,NA,NA
"2024_160_ORF",2024-06-08,"CF",1,"CF03",30,0,0,2024,"ORF",160,"mid",9.547,NA,NA
"2024_160_ORF",2024-06-08,"CF",2,"CF06",30,1,0.033333333,2024,"ORF",160,"mid",9.547,NA,NA
"2024_160_ORF",2024-06-08,"CF",4,"CF05",30,0,0,2024,"ORF",160,"mid",9.547,NA,NA
"2024_178_RR",2024-06-26,"RR",1,"RR04",50,19,0.373333333,2024,"RR",178,"mid",8.926125,NA,NA
"2024_178_RR",2024-06-26,"RR",2,"RR03",50,22,0.446666667,2024,"RR",178,"mid",8.926125,NA,NA
"2024_178_RR",2024-06-26,"RR",3,"RR02",50,0,0,2024,"RR",178,"mid",8.926125,NA,NA
"2024_178_RR",2024-06-26,"RR",4,"RR01",50,0,0,2024,"RR",178,"mid",8.926125,NA,NA
"2024_178_RRH",2024-06-26,"HH",1,"HH04",50,0,0,2024,"RRH",178,"mid",8.664958333,NA,NA
"2024_178_RRH",2024-06-26,"HH",2,"HH03",50,0,0,2024,"RRH",178,"mid",8.664958333,NA,NA
"2024_178_RRH",2024-06-26,"HH",3,"HH02",50,0,0,2024,"RRH",178,"mid",8.664958333,NA,NA
"2024_178_RRH",2024-06-26,"HH",4,"HH01",50,31,0.613333333,2024,"RRH",178,"mid",8.664958333,NA,NA
"2024_179_OR",2024-06-27,"OR",3,"OR01",19,0,0,2024,"OR",179,"mid",10.51104167,NA,NA
"2024_179_OR",2024-06-27,"OR",1,"OR07",19,0,0,2024,"OR",179,"mid",10.51104167,NA,NA
"2024_179_OR",2024-06-27,"OR",2,"OR05",19,5,0.263157895,2024,"OR",179,"mid",10.51104167,NA,NA
"2024_179_OR",2024-06-27,"OR",4,"OR02",19,3,0.157894737,2024,"OR",179,"mid",10.51104167,NA,NA
"2024_179_ORF",2024-06-27,"CF",3,"CF06",19,1,0.052631579,2024,"ORF",179,"mid",10.39191667,NA,NA
"2024_179_ORF",2024-06-27,"CF",4,"CF03",19,1,0.052631579,2024,"ORF",179,"mid",10.39191667,NA,NA
"2024_179_ORF",2024-06-27,"CF",1,"CF05",19,4,0.210526316,2024,"ORF",179,"mid",10.39191667,NA,NA
"2024_179_ORF",2024-06-27,"CF",2,"CF04",19,3,0.157894737,2024,"ORF",179,"mid",10.39191667,NA,NA
"2024_190_RR",2024-07-08,"RR",1,"RR04",12,0,0,2024,"RR",190,"mid",9.573208333,NA,NA
"2024_190_RR",2024-07-08,"RR",2,"RR03",12,0,0,2024,"RR",190,"mid",9.573208333,NA,NA
"2024_190_RR",2024-07-08,"RR",3,"RR02",12,1,0.083333333,2024,"RR",190,"mid",9.573208333,NA,NA
"2024_190_RR",2024-07-08,"RR",4,"RR01",12,0,0,2024,"RR",190,"mid",9.573208333,NA,NA
"2024_190_RRH",2024-07-08,"HH",1,"HH01",12,2,0.166666667,2024,"RRH",190,"mid",8.953416667,NA,NA
"2024_190_RRH",2024-07-08,"HH",2,"HH02",12,6,0.5,2024,"RRH",190,"mid",8.953416667,NA,NA
"2024_190_RRH",2024-07-08,"HH",3,"HH03",12,3,0.25,2024,"RRH",190,"mid",8.953416667,NA,NA
"2024_190_RRH",2024-07-08,"HH",4,"HH04",12,0,0,2024,"RRH",190,"mid",8.953416667,NA,NA
"2024_192_OR",2024-07-10,"OR",1,"OR02",13,3,0.230769231,2024,"OR",192,"mid",7.705916667,NA,NA
"2024_192_ORF",2024-07-10,"CF",4,"CF05",13,5,0.384615385,2024,"ORF",192,"mid",7.85675,NA,NA
"2024_193_OR",2024-07-11,"OR",2,"OR01",13,3,0.230769231,2024,"OR",193,"mid",7.9585,NA,NA
"2024_194_OR",2024-07-12,"OR",3,"OR05",13,3,0.230769231,2024,"OR",194,"mid",7.4845,NA,NA
"2024_195_OR",2024-07-13,"OR",4,"OR07",13,7,0.538461538,2024,"OR",195,"mid",7.431125,NA,NA
"2024_196_ORF",2024-07-14,"CF",1,"CF03",13,8,0.615384615,2024,"ORF",196,"mid",7.361583333,NA,NA
"2024_197_ORF",2024-07-15,"CF",2,"CF06",13,4,0.307692308,2024,"ORF",197,"mid",7.274625,NA,NA
"2024_198_ORF",2024-07-16,"CF",3,"CF04",13,8,0.615384615,2024,"ORF",198,"mid",7.372083333,NA,NA
"2024_207_OR",2024-07-25,"OR",3,"OR05",15,1,0.066666667,2024,"OR",207,"mid",8.390791667,NA,NA
"2024_207_OR",2024-07-25,"OR",4,"OR07",15,1,0.066666667,2024,"OR",207,"mid",8.390791667,NA,NA
"2024_207_OR",2024-07-25,"OR",1,"OR02",15,0,0,2024,"OR",207,"mid",8.390791667,NA,NA
"2024_207_OR",2024-07-25,"OR",2,"OR01",15,0,0,2024,"OR",207,"mid",8.390791667,NA,NA
"2024_207_ORF",2024-07-25,"CF",1,"CF03",15,1,0.066666667,2024,"ORF",207,"mid",8.14825,NA,NA
"2024_207_ORF",2024-07-25,"CF",4,"CF05",15,0,0,2024,"ORF",207,"mid",8.14825,NA,NA
"2024_207_ORF",2024-07-25,"CF",2,"CF06",15,0,0,2024,"ORF",207,"mid",8.14825,NA,NA
"2024_207_ORF",2024-07-25,"CF",3,"CF04",15,0,0,2024,"ORF",207,"mid",8.14825,NA,NA
"2024_211_RR",2024-07-29,"RR",1,"RR01",21,0,0,2024,"RR",211,"mid",10.27379167,NA,NA
"2024_211_RR",2024-07-29,"RR",2,"RR02",21,0,0,2024,"RR",211,"mid",10.27379167,NA,NA
"2024_211_RR",2024-07-29,"RR",3,"RR03",21,2,0.095238095,2024,"RR",211,"mid",10.27379167,NA,NA
"2024_211_RR",2024-07-29,"RR",4,"RR04",21,1,0.047619048,2024,"RR",211,"mid",10.27379167,NA,NA
"2024_211_RRH",2024-07-29,"HH",1,"HH01",21,0,0,2024,"RRH",211,"mid",9.990125,NA,NA
"2024_211_RRH",2024-07-29,"HH",2,"HH02",21,2,0.095238095,2024,"RRH",211,"mid",9.990125,NA,NA
"2024_211_RRH",2024-07-29,"HH",3,"HH03",21,0,0,2024,"RRH",211,"mid",9.990125,NA,NA
"2024_211_RRH",2024-07-29,"HH",4,"HH04",21,0,0,2024,"RRH",211,"mid",9.990125,NA,NA
"2024_220_OR",2024-08-07,"OR",1,"OR02",13,0,0,2024,"OR",220,"mid",8.331625,NA,NA
"2024_220_OR",2024-08-07,"OR",4,"OR07",13,1,0.076923077,2024,"OR",220,"mid",8.331625,NA,NA
"2024_220_OR",2024-08-07,"OR",2,"OR01",13,0,0,2024,"OR",220,"mid",8.331625,NA,NA
"2024_220_OR",2024-08-07,"OR",3,"OR05",13,0,0,2024,"OR",220,"mid",8.331625,NA,NA
"2024_220_ORF",2024-08-07,"CF",1,"CF03",13,0,0,2024,"ORF",220,"mid",8.201208333,NA,NA
"2024_220_ORF",2024-08-07,"CF",4,"CF05",13,0,0,2024,"ORF",220,"mid",8.201208333,NA,NA
"2024_220_ORF",2024-08-07,"CF",2,"CF06",13,0,0,2024,"ORF",220,"mid",8.201208333,NA,NA
"2024_220_ORF",2024-08-07,"CF",3,"CF04",13,0,0,2024,"ORF",220,"mid",8.201208333,NA,NA
"2024_235_OR",2024-08-22,"OR",2,"OR01",15,0,0,2024,"OR",235,"mid",14.049125,NA,NA
"2024_235_OR",2024-08-22,"OR",3,"OR05",15,0,0,2024,"OR",235,"mid",14.049125,NA,NA
"2024_235_OR",2024-08-22,"OR",1,"OR02",15,0,0,2024,"OR",235,"mid",14.049125,NA,NA
"2024_235_OR",2024-08-22,"OR",4,"OR07",15,0,0,2024,"OR",235,"mid",14.049125,NA,NA
"2024_235_ORF",2024-08-22,"CF",3,"CF04",15,0,0,2024,"ORF",235,"mid",13.84170833,NA,NA
"2024_235_ORF",2024-08-22,"CF",1,"CF03",15,0,0,2024,"ORF",235,"mid",13.84170833,NA,NA
"2024_235_ORF",2024-08-22,"CF",2,"CF06",15,0,0,2024,"ORF",235,"mid",13.84170833,NA,NA
"2024_235_ORF",2024-08-22,"CF",4,"CF05",15,0,0,2024,"ORF",235,"mid",13.84170833,NA,NA
"2024_249_OR",2024-09-05,"OR",3,"OR05",14,0,0,2024,"OR",249,"mid",10.9855,NA,NA
"2024_249_OR",2024-09-05,"OR",1,"OR02",14,0,0,2024,"OR",249,"mid",10.9855,NA,NA
"2024_249_OR",2024-09-05,"OR",2,"OR01",14,0,0,2024,"OR",249,"mid",10.9855,NA,NA
"2024_249_OR",2024-09-05,"OR",4,"OR07",14,0,0,2024,"OR",249,"mid",10.9855,NA,NA
"2024_249_ORF",2024-09-05,"CF",3,"CF04",14,0,0,2024,"ORF",249,"mid",10.87445833,NA,NA
"2024_249_ORF",2024-09-05,"CF",4,"CF05",14,0,0,2024,"ORF",249,"mid",10.87445833,NA,NA
"2024_249_ORF",2024-09-05,"CF",1,"CF03",14,0,0,2024,"ORF",249,"mid",10.87445833,NA,NA
"2024_249_ORF",2024-09-05,"CF",2,"CF06",14,0,0,2024,"ORF",249,"mid",10.87445833,NA,NA
"2024_249_RR",2024-09-05,"RR",1,"RR04",38,0,0,2024,"RR",249,"mid",12.17616667,NA,NA
"2024_249_RR",2024-09-05,"RR",2,"RR03",38,0,0,2024,"RR",249,"mid",12.17616667,NA,NA
"2024_249_RR",2024-09-05,"RR",3,"RR02",38,0,0,2024,"RR",249,"mid",12.17616667,NA,NA
"2024_249_RR",2024-09-05,"RR",4,"RR01",38,0,0,2024,"RR",249,"mid",12.17616667,NA,NA
"2024_249_RRH",2024-09-05,"HH",1,"HH04",38,0,0,2024,"RRH",249,"mid",10.41179167,NA,NA
"2024_249_RRH",2024-09-05,"HH",2,"HH03",38,0,0,2024,"RRH",249,"mid",10.41179167,NA,NA
"2024_249_RRH",2024-09-05,"HH",3,"HH02",38,0,0,2024,"RRH",249,"mid",10.41179167,NA,NA
"2024_249_RRH",2024-09-05,"HH",4,"HH01",38,0,0,2024,"RRH",249,"mid",10.41179167,NA,NA
"2024_264_OR",2024-09-20,"OR",4,"OR07",15,0,0,2024,"OR",264,"mid",9.430166667,NA,NA
"2024_264_OR",2024-09-20,"OR",1,"OR02",15,0,0,2024,"OR",264,"mid",9.430166667,NA,NA
"2024_264_OR",2024-09-20,"OR",2,"OR01",15,0,0,2024,"OR",264,"mid",9.430166667,NA,NA
"2024_264_OR",2024-09-20,"OR",3,"OR05",15,0,0,2024,"OR",264,"mid",9.430166667,NA,NA
"2024_264_ORF",2024-09-20,"CF",4,"CF05",15,0,0,2024,"ORF",264,"mid",9.715625,NA,NA
"2024_264_ORF",2024-09-20,"CF",1,"CF03",15,0,0,2024,"ORF",264,"mid",9.715625,NA,NA
"2024_264_ORF",2024-09-20,"CF",2,"CF06",15,0,0,2024,"ORF",264,"mid",9.715625,NA,NA
"2024_264_ORF",2024-09-20,"CF",3,"CF04",15,0,0,2024,"ORF",264,"mid",9.715625,NA,NA
"2024_285_RR",2024-10-11,"RR",1,"RR04",36,0,0,2024,"RR",285,"mid",10.41208333,NA,NA
"2024_285_RR",2024-10-11,"RR",2,"RR03",36,0,0,2024,"RR",285,"mid",10.41208333,NA,NA
"2024_285_RR",2024-10-11,"RR",3,"RR02",36,0,0,2024,"RR",285,"mid",10.41208333,NA,NA
"2024_285_RR",2024-10-11,"RR",4,"RR01",36,0,0,2024,"RR",285,"mid",10.41208333,NA,NA
"2024_285_RRH",2024-10-11,"HH",1,"HH04",36,0,0,2024,"RRH",285,"mid",10.314125,NA,NA
"2024_285_RRH",2024-10-11,"HH",2,"HH03",36,0,0,2024,"RRH",285,"mid",10.314125,NA,NA
"2024_285_RRH",2024-10-11,"HH",3,"HH02",36,0,0,2024,"RRH",285,"mid",10.314125,NA,NA
"2024_285_RRH",2024-10-11,"HH",4,"HH01",36,0,0,2024,"RRH",285,"mid",10.314125,NA,NA
