"","fitted_LFO","var","year","Y_Rec","sd","residual_LFO","Type","fitted_LOO","residuals_loo"
"144",0.0579319071417454,"BeutiSTIpjuv",1999,0.39868,0.225575,0.340748092858255,"fitted",0.00466411756159056,0.394015882438409
"145",0.0910199416718539,"BeutiSTIpjuv",2000,0.677969,0.176911,0.586949058328146,"fitted",0.0518000235358577,0.626168976464142
"146",-0.0920620922300746,"BeutiSTIpjuv",2001,-0.0174897,0.249959,0.0745723922300746,"fitted",-0.0338813255358259,0.0163916255358259
"147",0.107298657608158,"BeutiSTIpjuv",2002,-0.508487,0.287332,-0.615785657608158,"fitted",0.0587887663157169,-0.567275766315717
"148",-0.161685906032126,"BeutiSTIpjuv",2003,-0.288797,0.242626,-0.127111093967874,"fitted",-0.141418168902344,-0.147378831097656
"149",0.129810496316651,"BeutiSTIpjuv",2004,-0.0738993,0.202608,-0.203709796316651,"fitted",0.0675463934574607,-0.141445693457461
"150",0.029816169743086,"BeutiSTIpjuv",2005,-0.92342,0.306746,-0.953236169743086,"fitted",-0.0142674242849233,-0.909152575715077
"151",-0.0599859731649769,"BeutiSTIpjuv",2006,0.261821,0.160438,0.321806973164977,"fitted",-0.0740078822529591,0.335828882252959
"152",-0.0991583680165957,"BeutiSTIpjuv",2007,-0.806397,0.288319,-0.707238631983404,"fitted",-0.0999636143667434,-0.706433385633257
"153",-0.066423007838873,"BeutiSTIpjuv",2008,0.399459,0.171487,0.465882007838873,"fitted",-0.021626764906151,0.421085764906151
"154",-0.217407733575093,"BeutiSTIpjuv",2009,-0.76894,0.307697,-0.551532266424907,"fitted",-0.093787475189399,-0.675152524810601
"155",-0.0018681709580117,"BeutiSTIpjuv",2010,0.474934,0.225107,0.476802170958012,"fitted",-0.0354238725758051,0.510357872575805
"156",0.0181183178107121,"BeutiTUMIpjuv",1994,0.3713,0.207673,0.353181682189288,"fitted",0.00882687163069167,0.362473128369308
"157",0.013355721744371,"BeutiTUMIpjuv",1995,0.294065,0.216216,0.280709278255629,"fitted",0.00248112981478772,0.291583870185212
"158",0.015818818496814,"BeutiTUMIpjuv",1996,-0.300866,0.299939,-0.316684818496814,"fitted",0.005762990346497,-0.306628990346497
"159",0.0283206682347716,"BeutiTUMIpjuv",1997,-0.0262369,0.251351,-0.0545575682347716,"fitted",0.0224206093326859,-0.0486575093326859
"160",0.0113706976826034,"BeutiTUMIpjuv",1998,0.488059,0.196957,0.476688302317397,"fitted",-0.000163740759764698,0.488222740759765
"161",-0.0385082408678868,"BeutiTUMIpjuv",1999,0.39868,0.225575,0.437188240867887,"fitted",-0.0666230544799749,0.465303054479975
"162",-0.00339558475394233,"BeutiTUMIpjuv",2000,0.677969,0.176911,0.681364584753942,"fitted",-0.0198385178389364,0.697807517838936
