date,cst_90_180,cst_0_180,cst_0_90,cst_30_130,cst_180_549
1993-01-01,-0.0123550695404797,-0.0071325801491169,-0.00199019422177364,-0.00383098908903636,-0.0209589624275737
1993-02-01,0.00526711299088543,0.00349928814471558,0.00172409315132596,0.00451535837180248,0.00566081934961703
1993-03-01,0.0175623720409599,0.0185575542986941,0.0194197456471265,0.0202959777617091,0.0144494058826441
1993-04-01,0.0342667253877649,0.0323238937530091,0.0302056311884396,0.0338988163260089,0.0373731604306111
1993-05-01,0.00982580241972408,0.0112229179571392,0.012423087145371,0.0122588388581986,0.00171889248066928
1993-06-01,0.000946080683484307,0.0087114562599605,0.016308890876991,0.00999890327083274,-0.00925202499409031
1993-07-01,-0.0194944989429919,-0.00907034966057346,0.00100670554684595,-0.00826669377058283,-0.0352267229406264
1993-08-01,-0.0135399787490155,-0.00294491648463816,0.00745872920410485,0.000236242514786588,-0.0169174323644583
1993-09-01,-0.0127249574581013,-0.003408609100112,0.00563627344749209,-0.000859498659090076,-0.0197470252476973
1993-10-01,-0.0163025619072277,-0.0131909597360499,-0.0100050293283938,-0.0126245933799407,-0.0188000461774997
1993-11-01,-0.00581388285421012,-0.00249393202239589,0.000618818932282691,-0.00293674728450356,-0.0102553173052729
1993-12-01,-0.00754218552741867,-0.00526523929174857,-0.00313956675966755,-0.00408511970218078,-0.0073865638040081
1994-01-01,-0.00144840611557466,0.00178158665263497,0.00481592107672373,0.00290107983002715,-0.00156538104291574
1994-02-01,0.0122899532807643,0.0134577965144732,0.0144889766122746,0.0146679144267059,0.0207185988195983
1994-03-01,0.0103716765038146,0.0124264386152162,0.0142873744848187,0.0134791442671445,0.0104650512293926
1994-04-01,0.0274397851257917,0.0287128496266229,0.0296787867872177,0.0295406448610529,0.0340174630220056
1994-05-01,0.00704847335719543,0.0141123869439378,0.0208320595628401,0.0161490924676302,-0.000413251156849397
1994-06-01,0.000671145364685881,0.00855861402678515,0.015986464851002,0.00888228358701867,-0.012251510523782
1994-07-01,-0.0136584972323071,-0.00506115117237112,0.00313489590969583,-0.00335991770857353,-0.0374704947593079
1994-08-01,-0.00909960108518358,0.000621872961795243,0.00986401087262999,0.002745306572291,-0.0188689289331928
1994-09-01,-0.00558676836529793,0.00093492746823146,0.00692721395291121,0.00259083822142594,-0.0220403490882608
1994-10-01,0.00375124780836749,0.00731221626634147,0.010702565820494,0.00700892666021271,-0.00205681730388851
1994-11-01,-0.00131266110854887,0.00219916485841486,0.00570819079926254,0.0037040325247034,-0.00636911377228775
1994-12-01,-0.00145846640543546,0.000627624348217119,0.00254465158900484,0.00224128629333319,-0.00350807441362359
1995-01-01,-0.00276809564580711,-0.00707613390752736,-0.011471744908484,-0.00649571766203766,0.0150075921657675
1995-02-01,0.0107880760355186,0.0109465414539323,0.0109110368449671,0.0111691872497203,0.0199835317843723
1995-03-01,0.0210951186222823,0.0191992299382892,0.0170442749916561,0.0197506898029532,0.0309302177759039
1995-04-01,0.0236659361182849,0.0266795106701322,0.0293228405437845,0.0274751947685989,0.0340481380831707
1995-05-01,0.00734635440560786,0.0141538520292787,0.020681768096103,0.0160693300351349,0.00033924076519228
1995-06-01,0.00691458881473294,0.0140083798361889,0.0209543946187171,0.0152662685982194,-0.00713521888715416
1995-07-01,-0.00488613119197904,0.00428626378020227,0.0131816194429843,0.00618563916679533,-0.026952805850993
1995-08-01,-0.000145805296886584,0.0070840549786473,0.0140460014436331,0.00976429188963502,-0.0174061459868661
1995-09-01,0.000447269462235735,0.00509187115254066,0.00968569430606257,0.00617612422086032,-0.008211659421115
1995-10-01,0.00250163577668593,0.00741691216288339,0.0122168141679435,0.00903512080429487,-0.00723917830302568
1995-11-01,0.0079957943503886,0.00898707509549505,0.00960642723448368,0.00952473273655108,0.00487157180694858
1995-12-01,0.0073110055789052,0.00756403744907652,0.00760627311203506,0.00791029108141687,0.00873209178280444
1996-01-01,0.0225982361772369,0.0243476506507384,0.0259688955082091,0.026256629235481,0.024781229331592
1996-02-01,0.0105842518066951,0.0122834460617814,0.0138150691259137,0.0153150394925263,0.0118980666607426
1996-03-01,0.0233315348395559,0.0258956345842142,0.0281316364230557,0.0280456021846233,0.0331266156835553
1996-04-01,0.0221865222599886,0.0226516115661989,0.0228203991824191,0.0250306148589741,0.0284678180804572
1996-05-01,0.00670029085947903,0.0155796448308694,0.0243073780087101,0.0183370950637273,-0.00739482247432176
1996-06-01,0.00311469330333996,0.0094182913193771,0.0154281609014411,0.00978266932806951,-0.0148434624376106
1996-07-01,-0.0116287303937494,-0.000984313624692355,0.00930550085615862,0.00102473249164162,-0.0304127349393265
1996-08-01,0.00106397901192143,0.008747720989914,0.0161733675388409,0.0108790629553817,-0.0165970231826736
1996-09-01,-0.00585026527233683,-0.000316842844797931,0.0050452735481292,0.000334110530118201,-0.0136353823290346
1996-10-01,0.00324981815551132,0.00659783896964109,0.00978790349367903,0.00732563843204974,-0.00646218263389949
1996-11-01,0.0142906417472586,0.0163984425085945,0.0182787531635936,0.0181034623626829,0.00462249575556543
1996-12-01,0.00251341871892014,0.00253308966528015,0.00242568229266633,0.0023609571276359,0.00363980474285756
1997-01-01,0.00273191994596521,0.00246793024545867,0.00204603835452376,0.00308572415228613,0.00691509355917827
1997-02-01,0.0227400449206172,0.0256526643374697,0.0284333183800526,0.0262262357796086,0.0185883156517657
1997-03-01,0.0137621319990922,0.013833427482757,0.0136647089702064,0.0147167396921324,-0.00285010342709496
1997-04-01,0.0259228174457548,0.0296373763840795,0.033300893562346,0.0303807330304356,0.0197530604298496
