date,mld_0_180,mld_0_90,mld_30_130
1993-01-01,18.3843572362571,13.9876508464416,19.3953025037698
1993-02-01,17.1508096447224,13.6354355359547,17.8027367146417
1993-03-01,11.8505220951755,10.7055051265849,12.1679642317076
1993-04-01,12.2592577304054,11.1977886447256,13.0127993027635
1993-05-01,10.3080409589388,9.9890613564145,10.6871908489555
1993-06-01,10.3528659980336,10.0199888256227,10.7527430872441
1993-07-01,10.4333011727159,10.0800545716056,10.838695399689
1993-08-01,10.3161625688097,9.97244742667455,10.6969828845505
1993-09-01,10.4362686840148,10.0532166851026,10.813671308724
1993-10-01,10.4804689838887,10.0235672104898,10.835431387824
1993-11-01,13.1933990503559,11.6872605747564,13.7496499812858
1993-12-01,17.393520832016,14.5203189937963,18.8260044343172
1994-01-01,15.7123475887545,12.9747123301429,16.5466361485966
1994-02-01,16.3994045468655,13.1551651670106,17.7192324110956
1994-03-01,12.5706902319907,10.9107510586031,13.0854235667596
1994-04-01,11.0130591696489,10.2096432235772,11.4096254750741
1994-05-01,10.2744612258191,9.94535394125248,10.6507427164631
1994-06-01,10.3069476653024,9.94995472179585,10.6771268123718
1994-07-01,10.4459521419377,10.0938569132357,10.8555594609914
1994-08-01,10.2415062319201,9.93206279746052,10.6336066541719
1994-09-01,10.1873101045129,9.89397855851818,10.5593503842432
1994-10-01,10.9947855474395,10.2909236798434,11.2948410578218
1994-11-01,15.4334015266526,12.7932370975988,16.2498830698709
1994-12-01,18.136804320002,14.650418843606,19.4322946382398
1995-01-01,21.1425808962347,15.9618968973857,22.9239713308167
1995-02-01,13.2216685000986,11.4492979810965,13.8774904459981
1995-03-01,14.4830169869604,12.2483002021285,15.4610802024975
1995-04-01,11.3871217781226,10.5398770270236,11.8056589146933
1995-05-01,10.3664540760867,10.0105316656169,10.7434950536266
1995-06-01,10.4170579529742,10.0593510591604,10.8199273314652
1995-07-01,10.1520123385358,9.87404184283024,10.5220862487846
1995-08-01,10.2927348480284,9.96375706342596,10.6820228301693
1995-09-01,10.2222955008795,9.91187048285351,10.5881824890507
1995-10-01,10.7708165367709,10.2006972614095,11.1272884487521
1995-11-01,11.8278752984203,10.7589253006718,12.0621558470841
1995-12-01,18.3003298110551,14.5642820078774,19.3602143762212
1996-01-01,19.690062207798,14.3454893331482,20.7909395770434
1996-02-01,16.9835357183444,13.4030961185145,18.3924348582505
1996-03-01,11.9392350645337,10.3883068680114,12.1467481545852
1996-04-01,11.9069048098556,10.903849887788,12.4829413766795
1996-05-01,10.6110394810428,10.1475326862417,10.9700718772549
1996-06-01,10.6682031197491,10.2219119716929,11.1202164230447
1996-07-01,10.2858627165993,9.96835784396934,10.661622756013
1996-08-01,10.3820725566076,10.0158992429175,10.7720551574453
1996-09-01,10.3055420020555,9.95583349693461,10.6915428647755
1996-10-01,11.2737316095414,10.4343146734451,11.6103622047712
1996-11-01,11.7319778280224,10.5733604854226,11.9530834505955
1996-12-01,15.0498116450611,12.740072522431,15.9689060484927
1997-01-01,17.5090975878701,13.6546054548854,18.4547230846742
1997-02-01,13.3733239459558,11.2514644177315,13.7221778814221
1997-03-01,11.9707843951858,10.7254418422729,12.3453088763723
1997-04-01,10.8279801754771,10.2615298041497,11.1640085822333
1997-05-01,10.2282305234774,9.91596006555873,10.5881824890507
1997-06-01,10.3430263553055,9.99570692831048,10.7255429883692
1997-07-01,10.2190156199701,9.91544886772058,10.6025985414544
1997-08-01,10.1760647985379,9.88707738770312,10.5457503348058
1997-09-01,10.2735241169878,9.93564118232759,10.6349666591156
1997-10-01,13.512953161812,12.0136603944166,14.3287400863334
1997-11-01,18.3645217659957,15.657478584766,20.1351451931684
1997-12-01,30.5931672745803,22.4599882170583,34.2642365537597
1998-01-01,30.3654498285867,19.5862895698853,32.6224385856679
1998-02-01,34.4421856141322,20.9200047296246,36.5229327643353
1998-03-01,14.2743540872022,11.9096316343526,15.0810948212145
1998-04-01,11.4750538234548,10.7170070779433,11.9315953724843
1998-05-01,10.3801983389451,10.0089980721024,10.7345190209979
1998-06-01,10.3399026592013,10.0005633077729,10.7277189962792
1998-07-01,10.3395902895909,10.0089980721024,10.7317990111104
1998-08-01,10.5198275548012,10.1255511792012,10.954839821885
1998-09-01,10.4436093698596,10.0721310051142,10.8335273809027
1998-10-01,11.1303539583602,10.3594241901558,11.4202335136353
1998-11-01,15.5549133051046,12.8487020630383,16.3823475513919
1998-12-01,19.887323616776,15.2324175823424,21.105100719049
1999-01-01,15.4223124054828,12.5744444228696,16.0058981829627
1999-02-01,22.8899764969045,16.429642919295,25.0325229956026
1999-03-01,17.0853682113401,13.1025117896809,18.2705784152908
1999-04-01,11.8025733599765,10.8356049763947,12.2449405115237
1999-05-01,10.9735444139312,10.4989811999714,11.450969625364
1999-06-01,10.6602376946834,10.2029976516812,11.091656319226
1999-07-01,10.4142466264805,10.0662522299755,10.8283593621165
1999-08-01,10.1854358868504,9.88656618986497,10.547654341727
1999-09-01,10.4948379859679,10.1242731846058,10.9066956468763
1999-10-01,10.7267724217021,10.1833165349124,11.0843122925297
1999-11-01,13.5773013015578,11.9817105295321,14.1111392953338
1999-12-01,17.3908656903275,13.6206107986483,18.3494587020281
2000-01-01,15.3904507052203,12.4323314238633,15.5878326632547
2000-02-01,14.9514152177799,12.3454277913774,15.6653529450483
2000-03-01,12.9995737070925,11.2292273117719,13.3775526286765
2000-04-01,10.3862895463482,9.98778336181912,10.7293510022117
2000-05-01,10.3767622732305,9.99724052182494,10.7546470941654
2000-06-01,10.2557190491941,9.95097711747216,10.6284386353856
