lon,lat,dist_shore_km,Water_land
-129.1667,39.5,419.283,Fully in water
-129.1667,39.4167,421.485,Fully in water
-129.1667,39.3333,423.876,Fully in water
-129.1667,39.25,426.454,Fully in water
-129.1667,39.1667,429.216,Fully in water
-129.1667,39.0833,432.157,Fully in water
-129.1667,39,435.276,Fully in water
-129.1667,38.9167,438.567,Fully in water
-129.1667,38.8333,442.026,Fully in water
-129.1667,38.75,445.651,Fully in water
-129.1667,38.6667,449.437,Fully in water
-129.1667,38.5833,453.379,Fully in water
-129.1667,38.5,457.474,Fully in water
-129.1667,38.4167,461.718,Fully in water
-129.1667,38.3333,466.107,Fully in water
-129.1667,38.25,470.636,Fully in water
-129.1667,38.1667,475.302,Fully in water
-129.1667,38.0833,480.1,Fully in water
-129.1667,38,484.804,Fully in water
-129.1667,37.9167,487.173,Fully in water
-129.1667,37.8333,489.705,Fully in water
-129.1667,37.75,492.397,Fully in water
-129.1667,37.6667,495.248,Fully in water
-129.1667,37.5833,498.253,Fully in water
-129.1667,37.5,501.374,Fully in water
-129.1667,37.4167,504.614,Fully in water
-129.1667,37.3333,508,Fully in water
-129.1667,37.25,511.532,Fully in water
-129.1667,37.1667,515.204,Fully in water
-129.1667,37.0833,519.015,Fully in water
-129.1667,37,522.962,Fully in water
-129.1667,36.9167,527.041,Fully in water
-129.1667,36.8333,531.249,Fully in water
-129.1667,36.75,535.584,Fully in water
-129.1667,36.6667,540.042,Fully in water
-129.1667,36.5833,544.62,Fully in water
-129.1667,36.5,549.315,Fully in water
-129.1667,36.4167,554.124,Fully in water
-129.1667,36.3333,559.045,Fully in water
-129.1667,36.25,564.074,Fully in water
-129.1667,36.1667,569.208,Fully in water
-129.1667,36.0833,574.446,Fully in water
-129.1667,36,579.782,Fully in water
-129.1667,35.9167,585.216,Fully in water
-129.1667,35.8333,590.745,Fully in water
-129.1667,35.75,596.365,Fully in water
-129.1667,35.6667,602.074,Fully in water
-129.1667,35.5833,607.871,Fully in water
-129.1667,35.5,613.751,Fully in water
-129.1667,35.4167,618.765,Fully in water
-129.1667,35.3333,623.351,Fully in water
-129.1667,35.25,628.039,Fully in water
-129.1667,35.1667,632.826,Fully in water
-129.1667,35.0833,637.712,Fully in water
-129.1667,35,642.692,Fully in water
-129.1667,34.9167,647.767,Fully in water
-129.1667,34.8333,652.932,Fully in water
-129.1667,34.75,658.186,Fully in water
-129.1667,34.6667,663.527,Fully in water
-129.1667,34.5833,668.953,Fully in water
-129.1667,34.5,674.461,Fully in water
-129.1667,34.4167,680.05,Fully in water
-129.1667,34.3333,685.718,Fully in water
-129.1667,34.25,691.462,Fully in water
-129.1667,34.1667,697.282,Fully in water
-129.1667,34.0833,702.679,Fully in water
-129.1667,34,707.535,Fully in water
-129.1667,33.9167,712.459,Fully in water
-129.1667,33.8333,716.713,Fully in water
-129.1667,33.75,720.605,Fully in water
-129.1667,33.6667,724.592,Fully in water
-129.1667,33.5833,728.675,Fully in water
-129.1667,33.5,732.851,Fully in water
-129.1667,33.4167,737.119,Fully in water
-129.1667,33.25,745.924,Fully in water
-129.1667,33.1667,750.458,Fully in water
-129.1667,33.0833,755.077,Fully in water
-129.1667,33,759.779,Fully in water
-129.1667,32.9167,764.561,Fully in water
-129.1667,32.8333,769.424,Fully in water
-129.1667,32.75,774.366,Fully in water
-129.1667,32.6667,779.386,Fully in water
-129.1667,32.5833,784.483,Fully in water
-129.1667,32.5,789.654,Fully in water
-129.1667,32.4167,794.898,Fully in water
-129.1667,32.3333,800.215,Fully in water
-129.1667,32.25,805.602,Fully in water
-129.1667,32.1667,811.058,Fully in water
-129.1667,32.0833,816.582,Fully in water
-129.1667,32,822.172,Fully in water
-129.1667,31.9167,827.827,Fully in water
-129.1667,31.8333,833.545,Fully in water
-129.1667,31.75,839.326,Fully in water
-129.1667,31.6667,845.168,Fully in water
-129.1667,31.5833,851.07,Fully in water
-129.1667,31.5,857.03,Fully in water
-129.1667,31.4167,863.048,Fully in water
-129.1667,31.3333,869.122,Fully in water
-129.1667,31.25,873.459,Fully in water
-129.1667,31.1667,877.107,Fully in water
-129.1667,31.0833,880.835,Fully in water
-129.1667,31,884.644,Fully in water
-129.0833,48,241.84,Fully in water
-129.0833,47.9167,247.943,Fully in water
-129.0833,47.8333,254.236,Fully in water
-129.0833,47.75,260.706,Fully in water
-129.0833,47.6667,267.334,Fully in water
-129.0833,47.5833,274.108,Fully in water
-129.0833,47.5,281.024,Fully in water
-129.0833,47.4167,288.072,Fully in water
-129.0833,47.3333,295.242,Fully in water
-129.0833,47.25,302.526,Fully in water
-129.0833,47.1667,309.916,Fully in water
-129.0833,47.0833,317.403,Fully in water
-129.0833,47,324.983,Fully in water
-129.0833,46.9167,332.647,Fully in water
-129.0833,46.8333,340.39,Fully in water
-129.0833,46.75,348.208,Fully in water
-129.0833,46.6667,356.095,Fully in water
-129.0833,46.5833,364.047,Fully in water
-129.0833,46.5,370.593,Fully in water
-129.0833,46.4167,374.835,Fully in water
-129.0833,46.3333,379.256,Fully in water
-129.0833,46.25,383.618,Fully in water
-129.0833,46.1667,385.438,Fully in water
-129.0833,46.0833,386.126,Fully in water
-129.0833,46,387.033,Fully in water
-129.0833,45.9167,388.159,Fully in water
-129.0833,45.8333,389.502,Fully in water
-129.0833,45.75,391.059,Fully in water
-129.0833,45.6667,392.828,Fully in water
-129.0833,45.5833,394.807,Fully in water
-129.0833,45.5,396.991,Fully in water
-129.0833,45.4167,397.484,Fully in water
-129.0833,45.3333,397.679,Fully in water
-129.0833,45.25,397.777,Fully in water
-129.0833,45.1667,397.075,Fully in water
-129.0833,45.0833,396.588,Fully in water
-129.0833,45,396.25,Fully in water
-129.0833,44.9167,396.121,Fully in water
-129.0833,44.8333,396.179,Fully in water
-129.0833,44.75,396.375,Fully in water
-129.0833,44.6667,396.579,Fully in water
-129.0833,44.5833,396.876,Fully in water
-129.0833,44.5,396.515,Fully in water
-129.0833,44.4167,395.853,Fully in water
-129.0833,44.3333,393.33,Fully in water
-129.0833,44.25,391.009,Fully in water
-129.0833,44.1667,388.894,Fully in water
-129.0833,44.0833,386.99,Fully in water
-129.0833,44,385.298,Fully in water
-129.0833,43.9167,383.822,Fully in water
-129.0833,43.8333,382.36,Fully in water
-129.0833,43.75,380.035,Fully in water
-129.0833,43.6667,377.922,Fully in water
-129.0833,43.5833,376.026,Fully in water
-129.0833,43.5,374.348,Fully in water
-129.0833,43.4167,372.893,Fully in water
-129.0833,43.3333,371.662,Fully in water
-129.0833,43.25,370.656,Fully in water
-129.0833,43.1667,369.879,Fully in water
-129.0833,43.0833,369.332,Fully in water
-129.0833,43,369.016,Fully in water
-129.0833,42.9167,368.933,Fully in water
-129.0833,42.8333,369.081,Fully in water
-129.0833,42.75,369.461,Fully in water
-129.0833,42.6667,370.072,Fully in water
-129.0833,42.5833,370.913,Fully in water
-129.0833,42.5,371.982,Fully in water
-129.0833,42.4167,373.277,Fully in water
-129.0833,42.3333,374.797,Fully in water
-129.0833,42.25,376.537,Fully in water
-129.0833,42.1667,378.496,Fully in water
-129.0833,42.0833,380.67,Fully in water
-129.0833,42,383.054,Fully in water
-129.0833,41.9167,385.646,Fully in water
-129.0833,41.8333,388.441,Fully in water
-129.0833,41.75,390.151,Fully in water
-129.0833,41.6667,392.013,Fully in water
-129.0833,41.5833,394.084,Fully in water
-129.0833,41.5,396.36,Fully in water
-129.0833,41.4167,398.751,Fully in water
-129.0833,41.3333,401.247,Fully in water
-129.0833,41.25,403.826,Fully in water
-129.0833,41.1667,402.141,Fully in water
-129.0833,41.0833,400.644,Fully in water
-129.0833,41,399.355,Fully in water
-129.0833,40.9167,398.277,Fully in water
-129.0833,40.8333,397.411,Fully in water
-129.0833,40.75,396.759,Fully in water
-129.0833,40.6667,396.322,Fully in water
-129.0833,40.5833,396.1,Fully in water
-129.0833,40.5,396.094,Fully in water
-129.0833,40.4167,396.304,Fully in water
-129.0833,40.3333,396.73,Fully in water
-129.0833,40.25,397.365,Fully in water
-129.0833,40.1667,398.21,Fully in water
-129.0833,40.0833,399.268,Fully in water
-129.0833,40,400.537,Fully in water
-129.0833,39.9167,402.015,Fully in water
-129.0833,39.8333,403.699,Fully in water
-129.0833,39.75,405.587,Fully in water
-129.0833,39.6667,407.675,Fully in water
-129.0833,39.5833,409.962,Fully in water
-129.0833,39.5,412.306,Fully in water
-129.0833,39.4167,414.536,Fully in water
-129.0833,39.3333,416.959,Fully in water
-129.0833,39.25,419.571,Fully in water
-129.0833,39.1667,422.369,Fully in water
-129.0833,39.0833,425.35,Fully in water
-129.0833,39,428.51,Fully in water
-129.0833,38.9167,431.844,Fully in water
-129.0833,38.8333,435.35,Fully in water
-129.0833,38.75,439.022,Fully in water
-129.0833,38.6667,442.856,Fully in water
-129.0833,38.5833,446.849,Fully in water
-129.0833,38.5,450.996,Fully in water
-129.0833,38.4167,455.293,Fully in water
-129.0833,38.3333,459.735,Fully in water
-129.0833,38.25,464.319,Fully in water
-129.0833,38.1667,469.04,Fully in water
-129.0833,38.0833,473.895,Fully in water
-129.0833,38,477.714,Fully in water
-129.0833,37.9167,480.11,Fully in water
-129.0833,37.8333,482.671,Fully in water
-129.0833,37.75,485.395,Fully in water
-129.0833,37.6667,488.278,Fully in water
-129.0833,37.5833,491.318,Fully in water
-129.0833,37.5,494.456,Fully in water
-129.0833,37.4167,497.732,Fully in water
-129.0833,37.3333,501.158,Fully in water
-129.0833,37.25,504.729,Fully in water
-129.0833,37.1667,508.443,Fully in water
-129.0833,37.0833,512.297,Fully in water
-129.0833,37,516.288,Fully in water
-129.0833,36.9167,520.412,Fully in water
-129.0833,36.8333,524.666,Fully in water
-129.0833,36.75,529.047,Fully in water
-129.0833,36.6667,533.552,Fully in water
-129.0833,36.5833,538.179,Fully in water
-129.0833,36.5,542.922,Fully in water
-129.0833,36.4167,547.781,Fully in water
-129.0833,36.3333,552.751,Fully in water
-129.0833,36.25,557.83,Fully in water
-129.0833,36.1667,563.015,Fully in water
-129.0833,36.0833,568.302,Fully in water
-129.0833,36,573.69,Fully in water
-129.0833,35.9167,579.174,Fully in water
-129.0833,35.8333,584.753,Fully in water
-129.0833,35.75,590.424,Fully in water
-129.0833,35.6667,596.184,Fully in water
-129.0833,35.5833,602.031,Fully in water
-129.0833,35.5,607.656,Fully in water
-129.0833,35.4167,612.179,Fully in water
-129.0833,35.3333,616.806,Fully in water
-129.0833,35.25,621.537,Fully in water
-129.0833,35.1667,626.367,Fully in water
-129.0833,35.0833,631.296,Fully in water
-129.0833,35,636.32,Fully in water
-129.0833,34.9167,641.438,Fully in water
-129.0833,34.8333,646.647,Fully in water
-129.0833,34.75,651.946,Fully in water
-129.0833,34.6667,657.331,Fully in water
-129.0833,34.5833,662.801,Fully in water
-129.0833,34.5,668.354,Fully in water
-129.0833,34.4167,673.987,Fully in water
-129.0833,34.3333,679.699,Fully in water
-129.0833,34.25,685.488,Fully in water
-129.0833,34.1667,691.315,Fully in water
-129.0833,34.0833,696.122,Fully in water
-129.0833,34,701.008,Fully in water
-129.0833,33.9167,705.88,Fully in water
-129.0833,33.8333,709.703,Fully in water
-129.0833,33.75,713.626,Fully in water
-129.0833,33.6667,717.646,Fully in water
-129.0833,33.5833,721.761,Fully in water
-129.0833,33.5,725.97,Fully in water
-129.0833,33.4167,730.272,Fully in water
-129.0833,33.3333,734.664,Fully in water
-129.0833,33.25,739.145,Fully in water
-129.0833,33.1667,743.713,Fully in water
-129.0833,33.0833,748.367,Fully in water
-129.0833,33,753.103,Fully in water
-129.0833,32.9167,757.92,Fully in water
-129.0833,32.8333,762.819,Fully in water
-129.0833,32.75,767.798,Fully in water
-129.0833,32.6667,772.854,Fully in water
-129.0833,32.5833,777.987,Fully in water
-129.0833,32.5,783.195,Fully in water
-129.0833,32.4167,788.477,Fully in water
-129.0833,32.3333,793.83,Fully in water
-129.0833,32.25,799.254,Fully in water
-129.0833,32.1667,804.747,Fully in water
-129.0833,32.0833,810.308,Fully in water
-129.0833,32,815.935,Fully in water
-129.0833,31.9167,821.627,Fully in water
-129.0833,31.8333,827.383,Fully in water
-129.0833,31.75,833.201,Fully in water
-129.0833,31.6667,839.08,Fully in water
-129.0833,31.5833,845.018,Fully in water
-129.0833,31.5,851.015,Fully in water
-129.0833,31.4167,857.07,Fully in water
-129.0833,31.3333,862.567,Fully in water
-129.0833,31.25,866.155,Fully in water
-129.0833,31.1667,869.827,Fully in water
-129.0833,31.0833,873.58,Fully in water
-129.0833,31,877.414,Fully in water
-129,48,237.135,Fully in water
-129,47.9167,243.347,Fully in water
-129,47.8333,249.749,Fully in water
-129,47.75,256.323,Fully in water
-129,47.6667,263.047,Fully in water
-129,47.5833,269.922,Fully in water
-129,47.5,276.936,Fully in water
-129,47.4167,284.079,Fully in water
-129,47.3333,291.341,Fully in water
-129,47.25,298.714,Fully in water
-129,47.1667,306.19,Fully in water
-129,47.0833,313.761,Fully in water
-129,47,321.42,Fully in water
-129,46.9167,329.162,Fully in water
-129,46.8333,336.98,Fully in water
-129,46.75,344.87,Fully in water
-129,46.6667,352.826,Fully in water
-129,46.5833,360.771,Fully in water
-129,46.5,364.884,Fully in water
-129,46.4167,369.183,Fully in water
-129,46.3333,373.662,Fully in water
-129,46.25,377.361,Fully in water
-129,46.1667,379.015,Fully in water
-129,46.0833,379.704,Fully in water
-129,46,380.617,Fully in water
-129,45.9167,381.752,Fully in water
-129,45.8333,383.108,Fully in water
-129,45.75,384.681,Fully in water
-129,45.6667,386.47,Fully in water
-129,45.5833,388.472,Fully in water
-129,45.5,390.682,Fully in water
-129,45.4167,390.962,Fully in water
-129,45.3333,391.15,Fully in water
-129,45.25,391.261,Fully in water
-129,45.1667,390.538,Fully in water
-129,45.0833,390.033,Fully in water
-129,45,389.682,Fully in water
-129,44.9167,389.54,Fully in water
-129,44.8333,389.59,Fully in water
-129,44.75,389.776,Fully in water
-129,44.6667,389.974,Fully in water
-129,44.5833,390.267,Fully in water
-129,44.5,389.891,Fully in water
-129,44.4167,389.494,Fully in water
-129,44.3333,386.92,Fully in water
-129,44.25,384.551,Fully in water
-129,44.1667,382.392,Fully in water
-129,44.0833,380.445,Fully in water
-129,44,378.715,Fully in water
-129,43.9167,377.204,Fully in water
-129,43.8333,375.897,Fully in water
-129,43.75,373.523,Fully in water
-129,43.6667,371.364,Fully in water
-129,43.5833,369.425,Fully in water
-129,43.5,367.708,Fully in water
-129,43.4167,366.217,Fully in water
-129,43.3333,364.954,Fully in water
-129,43.25,363.921,Fully in water
-129,43.1667,363.12,Fully in water
-129,43.0833,362.554,Fully in water
-129,43,362.223,Fully in water
-129,42.9167,362.128,Fully in water
-129,42.8333,362.27,Fully in water
-129,42.75,362.648,Fully in water
-129,42.6667,363.262,Fully in water
-129,42.5833,364.109,Fully in water
-129,42.5,365.189,Fully in water
-129,42.4167,366.499,Fully in water
-129,42.3333,368.037,Fully in water
-129,42.25,369.801,Fully in water
-129,42.1667,371.786,Fully in water
-129,42.0833,373.99,Fully in water
-129,42,376.408,Fully in water
-129,41.9167,379.037,Fully in water
-129,41.8333,381.676,Fully in water
-129,41.75,383.347,Fully in water
-129,41.6667,385.234,Fully in water
-129,41.5833,387.332,Fully in water
-129,41.5,389.638,Fully in water
-129,41.4167,392.025,Fully in water
-129,41.3333,394.555,Fully in water
-129,41.25,396.953,Fully in water
-129,41.1667,395.255,Fully in water
-129,41.0833,393.723,Fully in water
-129,41,392.403,Fully in water
-129,40.9167,391.297,Fully in water
-129,40.8333,390.406,Fully in water
-129,40.75,389.734,Fully in water
-129,40.6667,389.28,Fully in water
-129,40.5833,389.045,Fully in water
-129,40.5,389.031,Fully in water
-129,40.4167,389.236,Fully in water
-129,40.3333,389.66,Fully in water
-129,40.25,390.297,Fully in water
-129,40.1667,391.15,Fully in water
-129,40.0833,392.218,Fully in water
-129,40,393.501,Fully in water
-129,39.9167,394.996,Fully in water
-129,39.8333,396.701,Fully in water
-129,39.75,398.614,Fully in water
-129,39.6667,400.73,Fully in water
-129,39.5833,403.048,Fully in water
-129,39.5,405.334,Fully in water
-129,39.4167,407.594,Fully in water
-129,39.3333,410.049,Fully in water
-129,39.25,412.696,Fully in water
-129,39.1667,415.533,Fully in water
-129,39.0833,418.554,Fully in water
-129,39,421.757,Fully in water
-129,38.9167,425.136,Fully in water
-129,38.8333,428.689,Fully in water
-129,38.75,432.409,Fully in water
-129,38.6667,436.294,Fully in water
-129,38.5833,440.339,Fully in water
-129,38.5,444.539,Fully in water
-129,38.4167,448.89,Fully in water
-129,38.3333,453.388,Fully in water
-129,38.25,458.028,Fully in water
-129,38.1667,462.806,Fully in water
-129,38.0833,467.718,Fully in water
-129,38,470.63,Fully in water
-129,37.9167,473.054,Fully in water
-129,37.8333,475.645,Fully in water
-129,37.75,478.4,Fully in water
-129,37.6667,481.317,Fully in water
-129,37.5833,484.386,Fully in water
-129,37.5,487.548,Fully in water
-129,37.4167,490.863,Fully in water
-129,37.3333,494.328,Fully in water
-129,37.25,497.941,Fully in water
-129,37.1667,501.698,Fully in water
-129,37.0833,505.596,Fully in water
-129,37,509.631,Fully in water
-129,36.9167,513.801,Fully in water
-129,36.8333,518.102,Fully in water
-129,36.75,522.531,Fully in water
-129,36.6667,527.085,Fully in water
-129,36.5833,531.761,Fully in water
-129,36.5,536.554,Fully in water
-129,36.4167,541.463,Fully in water
-129,36.3333,546.484,Fully in water
-129,36.25,551.614,Fully in water
-129,36.1667,556.849,Fully in water
-129,36.0833,562.188,Fully in water
-129,36,567.627,Fully in water
-129,35.9167,573.163,Fully in water
-129,35.8333,578.794,Fully in water
-129,35.75,584.516,Fully in water
-129,35.6667,590.328,Fully in water
-129,35.5833,596.225,Fully in water
-129,35.5,601.047,Fully in water
-129,35.4167,605.612,Fully in water
-129,35.3333,610.282,Fully in water
-129,35.25,615.056,Fully in water
-129,35.1667,619.93,Fully in water
-129,35.0833,624.903,Fully in water
-129,35,629.972,Fully in water
-129,34.9167,635.134,Fully in water
-129,34.8333,640.388,Fully in water
-129,34.75,645.731,Fully in water
-129,34.6667,651.161,Fully in water
-129,34.5833,656.677,Fully in water
-129,34.5,662.275,Fully in water
-129,34.4167,667.953,Fully in water
-129,34.3333,673.71,Fully in water
-129,34.25,679.544,Fully in water
-129,34.1667,684.739,Fully in water
-129,34.0833,689.585,Fully in water
-129,34,694.5,Fully in water
-129,33.9167,698.851,Fully in water
-129,33.8333,702.706,Fully in water
-129,33.75,706.66,Fully in water
-129,33.6667,710.713,Fully in water
-129,33.5833,714.861,Fully in water
-129,33.5,719.104,Fully in water
-129,33.4167,723.439,Fully in water
-129,33.25,732.382,Fully in water
-129,33.1667,736.986,Fully in water
-129,33.0833,741.674,Fully in water
-129,33,746.445,Fully in water
-129,32.9167,751.299,Fully in water
-129,32.8333,756.234,Fully in water
-129,32.75,761.25,Fully in water
-129,32.6667,766.343,Fully in water
-129,32.5833,771.513,Fully in water
-129,32.5,776.758,Fully in water
-129,32.4167,782.077,Fully in water
-129,32.3333,787.468,Fully in water
-129,32.25,792.929,Fully in water
-129,32.1667,798.46,Fully in water
-129,32.0833,804.058,Fully in water
-129,32,809.723,Fully in water
-129,31.9167,815.452,Fully in water
-129,31.8333,821.246,Fully in water
-129,31.75,827.101,Fully in water
-129,31.6667,833.017,Fully in water
-129,31.5833,838.993,Fully in water
-129,31.5,845.028,Fully in water
-129,31.4167,851.119,Fully in water
-129,31.3333,855.248,Fully in water
-129,31.25,858.86,Fully in water
-129,31.1667,862.556,Fully in water
-129,31.0833,866.334,Fully in water
-129,31,870.193,Fully in water
-128.9167,48,232.495,Fully in water
-128.9167,47.9167,238.821,Fully in water
-128.9167,47.8333,245.334,Fully in water
-128.9167,47.75,252.006,Fully in water
-128.9167,47.6667,258.836,Fully in water
-128.9167,47.5833,265.813,Fully in water
-128.9167,47.5,272.926,Fully in water
-128.9167,47.4167,280.165,Fully in water
-128.9167,47.3333,287.52,Fully in water
-128.9167,47.25,294.982,Fully in water
-128.9167,47.1667,302.544,Fully in water
-128.9167,47.0833,310.198,Fully in water
-128.9167,47,317.938,Fully in water
-128.9167,46.9167,325.757,Fully in water
-128.9167,46.8333,333.65,Fully in water
-128.9167,46.75,341.612,Fully in water
-128.9167,46.6667,349.637,Fully in water
-128.9167,46.5833,355.025,Fully in water
-128.9167,46.5,359.195,Fully in water
-128.9167,46.4167,363.552,Fully in water
-128.9167,46.3333,368.091,Fully in water
-128.9167,46.25,371.109,Fully in water
-128.9167,46.1667,372.592,Fully in water
-128.9167,46.0833,373.283,Fully in water
-128.9167,46,374.202,Fully in water
-128.9167,45.9167,375.346,Fully in water
-128.9167,45.8333,376.715,Fully in water
-128.9167,45.75,378.306,Fully in water
-128.9167,45.6667,380.115,Fully in water
-128.9167,45.5833,382.141,Fully in water
-128.9167,45.5,384.378,Fully in water
-128.9167,45.4167,384.439,Fully in water
-128.9167,45.3333,384.621,Fully in water
-128.9167,45.25,384.746,Fully in water
-128.9167,45.1667,384.001,Fully in water
-128.9167,45.0833,383.478,Fully in water
-128.9167,45,383.114,Fully in water
-128.9167,44.9167,382.96,Fully in water
-128.9167,44.8333,383.001,Fully in water
-128.9167,44.75,383.177,Fully in water
-128.9167,44.6667,383.369,Fully in water
-128.9167,44.5833,383.658,Fully in water
-128.9167,44.5,383.266,Fully in water
-128.9167,44.4167,383.091,Fully in water
-128.9167,44.3333,380.52,Fully in water
-128.9167,44.25,378.102,Fully in water
-128.9167,44.1667,375.896,Fully in water
-128.9167,44.0833,373.907,Fully in water
-128.9167,44,372.137,Fully in water
-128.9167,43.9167,370.59,Fully in water
-128.9167,43.8333,369.268,Fully in water
-128.9167,43.75,367.02,Fully in water
-128.9167,43.6667,364.814,Fully in water
-128.9167,43.5833,362.83,Fully in water
-128.9167,43.5,361.073,Fully in water
-128.9167,43.4167,359.545,Fully in water
-128.9167,43.3333,358.25,Fully in water
-128.9167,43.25,357.187,Fully in water
-128.9167,43.1667,356.362,Fully in water
-128.9167,43.0833,355.776,Fully in water
-128.9167,43,355.43,Fully in water
-128.9167,42.9167,355.324,Fully in water
-128.9167,42.8333,355.46,Fully in water
-128.9167,42.75,355.835,Fully in water
-128.9167,42.6667,356.451,Fully in water
-128.9167,42.5833,357.306,Fully in water
-128.9167,42.5,358.397,Fully in water
-128.9167,42.4167,359.723,Fully in water
-128.9167,42.3333,361.281,Fully in water
-128.9167,42.25,363.068,Fully in water
-128.9167,42.1667,365.081,Fully in water
-128.9167,42.0833,367.316,Fully in water
-128.9167,42,369.769,Fully in water
-128.9167,41.9167,372.436,Fully in water
-128.9167,41.8333,374.854,Fully in water
-128.9167,41.75,376.547,Fully in water
-128.9167,41.6667,378.459,Fully in water
-128.9167,41.5833,380.585,Fully in water
-128.9167,41.5,382.923,Fully in water
-128.9167,41.4167,385.306,Fully in water
-128.9167,41.3333,387.871,Fully in water
-128.9167,41.25,390.085,Fully in water
-128.9167,41.1667,388.375,Fully in water
-128.9167,41.0833,386.806,Fully in water
-128.9167,41,385.454,Fully in water
-128.9167,40.9167,384.319,Fully in water
-128.9167,40.8333,383.403,Fully in water
-128.9167,40.75,382.71,Fully in water
-128.9167,40.6667,382.239,Fully in water
-128.9167,40.5833,381.991,Fully in water
-128.9167,40.5,381.967,Fully in water
-128.9167,40.4167,382.167,Fully in water
-128.9167,40.3333,382.59,Fully in water
-128.9167,40.25,383.23,Fully in water
-128.9167,40.1667,384.089,Fully in water
-128.9167,40.0833,385.169,Fully in water
-128.9167,40,386.466,Fully in water
-128.9167,39.9167,387.98,Fully in water
-128.9167,39.8333,389.707,Fully in water
-128.9167,39.75,391.646,Fully in water
-128.9167,39.6667,393.791,Fully in water
-128.9167,39.5833,396.141,Fully in water
-128.9167,39.5,398.367,Fully in water
-128.9167,39.4167,400.658,Fully in water
-128.9167,39.3333,403.147,Fully in water
-128.9167,39.25,405.831,Fully in water
-128.9167,39.1667,408.707,Fully in water
-128.9167,39.0833,411.77,Fully in water
-128.9167,39,415.017,Fully in water
-128.9167,38.9167,418.443,Fully in water
-128.9167,38.8333,422.044,Fully in water
-128.9167,38.75,425.815,Fully in water
-128.9167,38.6667,429.751,Fully in water
-128.9167,38.5833,433.849,Fully in water
-128.9167,38.5,438.104,Fully in water
-128.9167,38.4167,442.511,Fully in water
-128.9167,38.3333,447.065,Fully in water
-128.9167,38.25,451.763,Fully in water
-128.9167,38.1667,456.6,Fully in water
-128.9167,38.0833,461.271,Fully in water
-128.9167,38,463.552,Fully in water
-128.9167,37.9167,466.004,Fully in water
-128.9167,37.8333,468.626,Fully in water
-128.9167,37.75,471.414,Fully in water
-128.9167,37.6667,474.367,Fully in water
-128.9167,37.5833,477.452,Fully in water
-128.9167,37.5,480.651,Fully in water
-128.9167,37.4167,484.006,Fully in water
-128.9167,37.3333,487.512,Fully in water
-128.9167,37.25,491.167,Fully in water
-128.9167,37.1667,494.968,Fully in water
-128.9167,37.0833,498.911,Fully in water
-128.9167,37,502.993,Fully in water
-128.9167,36.9167,507.21,Fully in water
-128.9167,36.8333,511.559,Fully in water
-128.9167,36.75,516.038,Fully in water
-128.9167,36.6667,520.641,Fully in water
-128.9167,36.5833,525.367,Fully in water
-128.9167,36.5,530.211,Fully in water
-128.9167,36.4167,535.171,Fully in water
-128.9167,36.3333,540.244,Fully in water
-128.9167,36.25,545.425,Fully in water
-128.9167,36.1667,550.713,Fully in water
-128.9167,36.0833,556.105,Fully in water
-128.9167,36,561.596,Fully in water
-128.9167,35.9167,567.184,Fully in water
-128.9167,35.8333,572.867,Fully in water
-128.9167,35.75,578.642,Fully in water
-128.9167,35.6667,584.505,Fully in water
-128.9167,35.5833,589.958,Fully in water
-128.9167,35.5,594.457,Fully in water
-128.9167,35.4167,599.065,Fully in water
-128.9167,35.3333,603.78,Fully in water
-128.9167,35.25,608.597,Fully in water
-128.9167,35.1667,613.516,Fully in water
-128.9167,35.0833,618.534,Fully in water
-128.9167,35,623.648,Fully in water
-128.9167,34.9167,628.855,Fully in water
-128.9167,34.8333,634.155,Fully in water
-128.9167,34.75,639.544,Fully in water
-128.9167,34.6667,645.02,Fully in water
-128.9167,34.5833,650.581,Fully in water
-128.9167,34.5,656.224,Fully in water
-128.9167,34.4167,661.949,Fully in water
-128.9167,34.3333,667.751,Fully in water
-128.9167,34.25,673.389,Fully in water
-128.9167,34.1667,678.183,Fully in water
-128.9167,34.0833,683.059,Fully in water
-128.9167,34,688.012,Fully in water
-128.9167,33.9167,691.834,Fully in water
-128.9167,33.8333,695.721,Fully in water
-128.9167,33.75,699.708,Fully in water
-128.9167,33.6667,703.793,Fully in water
-128.9167,33.5833,707.975,Fully in water
-128.9167,33.5,712.252,Fully in water
-128.9167,33.4167,716.622,Fully in water
-128.9167,33.3333,721.084,Fully in water
-128.9167,33.25,725.636,Fully in water
-128.9167,33.1667,730.275,Fully in water
-128.9167,33.0833,734.998,Fully in water
-128.9167,33,739.806,Fully in water
-128.9167,32.9167,744.697,Fully in water
-128.9167,32.8333,749.669,Fully in water
-128.9167,32.75,754.722,Fully in water
-128.9167,32.6667,759.853,Fully in water
-128.9167,32.5833,765.06,Fully in water
-128.9167,32.5,770.343,Fully in water
-128.9167,32.4167,775.7,Fully in water
-128.9167,32.3333,781.129,Fully in water
-128.9167,32.25,786.628,Fully in water
-128.9167,32.1667,792.197,Fully in water
-128.9167,32.0833,797.833,Fully in water
-128.9167,32,803.536,Fully in water
-128.9167,31.9167,809.303,Fully in water
-128.9167,31.8333,815.135,Fully in water
-128.9167,31.75,821.028,Fully in water
-128.9167,31.6667,826.982,Fully in water
-128.9167,31.5833,832.996,Fully in water
-128.9167,31.5,839.068,Fully in water
-128.9167,31.4167,844.385,Fully in water
-128.9167,31.3333,847.937,Fully in water
