date,lst_90_180,lst_0_180,lst_0_90,lst_30_130,lst_180_549
1/1/22,0.04103227,0.028889386,0.01680352,0.023817867,0.044719656
2/1/22,-0.053775143,-0.054178198,-0.054408121,-0.059905773,-0.023355565
3/1/22,-0.04941263,-0.046491659,-0.043436501,-0.052167947,-0.015990419
4/1/22,-0.081693688,-0.073616541,-0.065198815,-0.079661955,-0.046725605
5/1/22,-0.078032432,-0.070843684,-0.063309387,-0.076294371,-0.027279749
6/1/22,-0.049033922,-0.048923531,-0.048374825,-0.056049991,0.023997609
7/1/22,-0.072723217,-0.068883081,-0.064558908,-0.068542408,-0.013103969
8/1/22,-0.02570156,-0.025888747,-0.025726698,-0.022961576,0.004280714
9/1/22,0.017915171,0.024223462,0.030490484,0.033111033,0.021676287
10/1/22,0.02796547,0.026534314,0.025179797,0.032492997,0.041300476
11/1/22,0.026193136,0.022358429,0.018649536,0.020524663,0.039202048
12/1/22,0.120635899,0.10289864,0.085033305,0.103682898,0.086412056
1/1/23,0.074585818,0.058581108,0.042731134,0.051660611,0.068659681
2/1/23,-0.044038919,-0.03592774,-0.02771229,-0.037775749,-0.028842725
3/1/23,-0.007425045,-0.003941456,-0.00039084,-0.002708715,-0.003080892
4/1/23,-0.046961984,-0.046244005,-0.045389191,-0.054266673,-0.017664661
5/1/23,-0.047654077,-0.056431295,-0.064919182,-0.064483278,0.008758955
6/1/23,-0.08574826,-0.083941347,-0.081728472,-0.087317735,-0.015463453
7/1/23,-0.049978004,-0.044754672,-0.039122215,-0.045236663,0.005099048
8/1/23,0.004157863,0.005332017,0.006814701,0.008050297,0.050244707
9/1/23,0.025367228,0.027476543,0.029638123,0.030927217,0.035723967
10/1/23,0.060969215,0.048752609,0.036637804,0.05125821,0.051048429
11/1/23,0.110251061,0.098256445,0.086389087,0.103670338,0.073693703
12/1/23,0.141283266,0.122138646,0.103189448,0.122223993,0.099195434
1/1/24,0.043488084,0.037881352,0.032557885,0.034643538,0.022431048
2/1/24,0.010552555,0.01292216,0.015320663,0.011479429,0.001788274
3/1/24,-0.047780451,-0.037645648,-0.027592222,-0.038015634,-0.050033384
4/1/24,-0.097009652,-0.090541631,-0.083709325,-0.09702945,-0.048785735
5/1/24,-0.123246199,-0.114158787,-0.104376805,-0.118986084,-0.055025614
6/1/24,-0.085340474,-0.072178591,-0.058496557,-0.070995959,-0.031132827
7/1/24,-0.028759888,-0.031208951,-0.03326442,-0.029087842,0.00744442
8/1/24,-0.01596313,-0.018994729,-0.021844535,-0.018816105,0.012632725
9/1/24,-0.021680545,-0.016624021,-0.011329765,-0.013292651,0.004622723
10/1/24,0.040706551,0.037042407,0.033445484,0.041179218,0.052304383
11/1/24,0.0716037,0.064853735,0.057949312,0.066991146,0.041881078
12/1/24,0.079616858,0.062039413,0.044395261,0.05668684,0.057143192
