date,cst_90_180,cst_0_180,cst_0_90,cst_30_130,cst_180_549
6/1/21,-0.017323612,-0.014212709,-0.01113929,-0.013289824,-0.02722153
7/1/21,-0.019600545,-0.015298171,-0.011187991,-0.016780341,-0.040155516
8/1/21,-0.0202094,-0.018930671,-0.017876785,-0.01974509,-0.029579154
9/1/21,-0.01463717,-0.015045145,-0.01556966,-0.016372177,-0.020195308
10/1/21,-0.023961337,-0.021976977,-0.02003094,-0.02076009,-0.025180232
11/1/21,-0.012539324,-0.01295746,-0.013289667,-0.01125928,-0.013985695
12/1/21,-0.017233897,-0.015907612,-0.014658089,-0.015361853,-0.017398114
1/1/22,-0.01450783,-0.010944419,-0.007364869,-0.008456188,-0.019431872
2/1/22,-0.007924804,-0.006334532,-0.004781712,-0.005527155,-0.012885269
3/1/22,0.000211257,0.000913551,0.001575372,0.000884908,-0.003767741
4/1/22,0.008051457,0.00807186,0.007866994,0.008321924,0.003999885
5/1/22,-0.010393574,-0.008216488,-0.006137427,-0.005961425,-0.020580605
6/1/22,-0.021953742,-0.016306973,-0.010655227,-0.014301949,-0.039734648
7/1/22,-0.020341593,-0.013287962,-0.006277631,-0.012593943,-0.034898172
8/1/22,-0.015339826,-0.009551204,-0.00387179,-0.007905625,-0.027834591
9/1/22,-0.020663087,-0.018488574,-0.016324549,-0.016849708,-0.021835798
10/1/22,-0.018747588,-0.016188551,-0.013657374,-0.016591653,-0.022759814
11/1/22,-0.007719667,-0.006263019,-0.004868529,-0.004939678,-0.013347347
12/1/22,-0.020231284,-0.018402665,-0.016526091,-0.016716474,-0.017748302
1/1/23,-0.023796085,-0.020108465,-0.016579772,-0.01724363,-0.021874387
2/1/23,-0.000402281,-0.001920191,-0.003606773,-0.001868597,-0.005108102
