"","time","DDpre","DDegg","DDlarv","DDpjuv","DDben","Tcop","Tpart","MLDpart","MLDlarv","MLDpjuv","CSTlarv","CSTpjuv","LSTlarv","LSTpjuv","HCIlarv","HCIpjuv","ONIpre","ONIpjuv","PDOlarv","PDOpjuv","CutiSTIpjuv","CutiTUMIpjuv","BeutiTUMIpjuv","BeutiSTIpjuv"
"1",1994,-0.0365805972111834,-0.583670879532136,0.2270622728309,0.665740940425329,0.0261934360278405,-0.0727813859740339,0.234192245480793,-0.334779547554982,-0.0260778382024148,-0.716347183679121,-0.477287934709313,0.493704959264698,0.342307205879732,-0.56427275269906,-0.766007779259407,-1.0169136281841,0.311454039850662,1.02458486827327,0.401369689255087,0.178935447543627,0.432484011243747,-0.63930356439868,-1.13859075804958,0.459155524376071
"2",1995,0.540297529864525,-0.693338028993613,1.16884145880308,0.682266149246676,0.506057502797679,1.14852160337979,0.934401114368391,0.188081689751977,-0.166870248878912,-0.391497571798176,-0.576965931552051,1.6230593967363,0.823623577936003,-0.677554885491475,-1.04471646849821,-0.640853325133103,0.963396471852474,0.0602015967798984,0.633050360670655,1.40366588472248,0.141675796155477,-0.981517268243286,-1.00267631077936,0.265276181142921
"3",1996,1.01587635950234,0.59847138740376,0.941306150875684,0.422427517051616,-0.627507865557175,0.438910863003125,1.24954669606779,0.220952805011567,-0.131012639775289,0.952523075161123,1.12165454304748,1.0961176466437,-0.421407982109259,-0.613705879011093,-1.31859205907969,-0.434626707330944,-0.681982047009243,-0.434146130624267,1.01366860656766,1.19841640077538,1.41675796618573,-0.279340813507557,-1.07296789734659,1.42855224054182
"4",1997,-0.386091407686173,-0.659119393506877,-0.180256697305779,1.60913494036235,3.07567632488135,-0.373592645870881,-0.166816946497266,-0.566820474486198,-0.824617999520481,-1.27935184854098,1.14002571572751,-0.0435793996217888,-1.51641115498681,1.55755353099112,-0.116761526292719,-1.44429729765644,-0.242386578573735,2.54004429490571,0.583404502510176,2.23594126468381,0.656182636676228,-2.12834724901931,-1.42974432207592,0.381603787082811
"5",1998,3.62710835476008,3.183166861742,2.54481867034891,2.04438846014407,0.437332555438936,3.16069160479164,2.47490521363601,3.68112796407825,3.32392173491807,0.0840475821726515,-1.61293995880643,-0.783728244751685,1.7545486230546,1.21072559887469,-1.60213384697581,-1.24926850525531,2.44113265105658,-0.0289430753749511,2.12242610548502,0.215023268896963,-0.316906386994131,-0.156197365177194,-0.946027910533614,-0.26466069141546
"6",1999,0.368540986337962,0.783740366274498,-0.731708401278603,-0.828167157092369,-0.282295408007869,0.743828335725857,-0.785069260471334,0.9905183293683,2.06343395550237,1.09939385729878,0.80676780659794,0.904209714008475,1.50671158700569,-1.59780724397048,1.22522886755653,1.08267863450756,-1.27183472358231,-1.91718931283676,-0.685322983813169,-1.44952749102568,0.208785384798244,0.33161028353497,0.477411799665653,0.342827918436181
"7",2000,-0.0491269237729108,0.302481833456881,0.230624529094049,0.0471156797486983,-0.694415919560661,-0.338665235263816,0.0602895511095797,-0.561458902320158,-0.213866188875723,-1.26175795276426,-0.423542039147439,1.33114044419124,0.261524834796493,-0.691625918984748,0.066896222685449,0.0123531565931913,-1.31529755238243,-1.09462711068065,-0.608096093341314,-0.608230155726025,-0.820228296243259,-0.263683695775832,-0.524629352328984,-0.846298721114909
"8",2001,-0.474460149613328,-0.759371839016128,-0.363329842650112,-0.648685779099393,-0.468664506790922,-0.30647373675961,-0.329587424870353,-0.287227080323928,-0.558470513966769,0.17864664497271,-1.38696536176434,-0.0566847600798336,-0.574175268482673,-0.357480770779081,0.368159372325077,1.02109059480194,-0.506888936700185,-0.162660083607225,0.285529353547304,-0.867611371703131,-1.39065979312213,0.970791639237519,1.1179476354777,-1.50548848810762
"9",2002,-0.61080927443616,-0.133103044563629,-0.978344170629336,-1.26608772013584,-0.413035792060708,-0.457470856182293,-0.793215137081341,-0.432367357718198,-0.834388465216281,0.0771630142596919,-0.554717048796563,0.19519200328196,-0.870427409924143,-1.62267004467679,1.04801525012146,0.993096031299381,-0.0114126883788073,1.39737167910264,-0.674290570888618,-0.339826984410585,-1.08866664777526,1.42310119385665,1.68544038757972,-0.755821694272773
"10",2003,0.0554943822263951,0.793994757922836,0.975395233421386,0.315627172254377,-0.0914379222508096,-1.83439786691621,1.1619190912359,-0.0716127150960308,-0.0825511299241604,-0.502925578385368,0.323538417905129,-0.904259189414757,-0.646544526866342,0.255233616489656,-1.41686506511186,-0.529808223239633,1.1844360011788,0.141242207829762,1.68664579496526,0.747318633858676,0.756847019133867,0.476535673955734,-0.639707006545176,0.976167106331136
"11",2004,0.0812625995224989,0.100635810818451,0.104076952826823,0.578747448689599,-0.052771780860416,-0.0480221836188205,0.206769453605345,0.123257043730965,-0.390907027283714,-1.55575450103656,0.962076349490842,0.0175494326047873,-1.00163753477597,-0.0681374902666209,-0.590405194710104,-1.42656740743816,0.464194838205371,0.911128012803462,0.252432114773651,0.359374554310309,-0.719563914798642,0.803329488797834,-0.609498670297487,-0.587792930137376
"12",2005,0.488941101663602,-0.493099586804136,1.01278425298996,1.65563650174936,-0.270536272438078,0.728954097849448,0.860901203858262,-0.437513027649374,-0.732091689381176,1.93625133468855,-1.81428901207903,-0.148814853768305,0.534424192882107,0.801764836488375,-0.981886185953043,-0.920798960158654,0.84294234632071,0.465404652029214,0.627534154208379,0.760851566866177,1.61808673008799,0.522364015245676,-0.712032135205213,0.446230234827194
"13",2006,0.290855919418602,0.267149648719394,0.0242215452189755,0.162940377067404,-0.496425856869913,-0.394818877595005,0.522828776406568,0.704429876306868,0.478762124299876,0.537919096417987,-0.559979059673124,-1.35078892712934,0.271628087156415,1.17538203753615,-0.12159462495004,-0.0483017309956768,-0.361598908996924,0.153398299487241,0.268980734160477,0.415761775174897,0.343004560057732,2.66892039108776,0.553346766216101,0.717661315353604
