(Intercept),BeutiSTIpjuv,BeutiTUMIpjuv,CSTlarv,CSTpjuv,CutiSTIpjuv,I(CutiSTIpjuv^2),CutiTUMIpjuv,DDben,DDegg,DDlarv,DDpjuv,DDpre,HCIlarv,HCIpjuv,LSTlarv,I(LSTlarv^2),LSTpjuv,MLDlarv,MLDpart,MLDpjuv,ONIlarv,I(ONIlarv^2),ONIpjuv,ONIpre,I(ONIpre^2),PDOlarv,PDOpjuv,Tcop,Tpart,R2,F,df,logLik,AICc,delta,weight
0.223541271324878,,,,,-0.198792137071144,-0.305145294574267,,,,,,,,,,,,,,,,,,,,,-0.0463283303523698,,,0.372316265897857,3.36123442236256,5,-8.20955733226754,30.4191146645351,3.30076836467866,0.00505610600397492
0.348634440504594,,,-7.6314951833672,,-0.224025069490023,-0.306431590641996,,,,,,,,,,,,,,,,,,,,,,,,0.370831144429207,3.33992451548231,5,-8.23437135231481,30.4687427046296,3.3503964047732,0.00493218750464837
-0.0335189467308506,,,,,-0.212179737881735,-0.295050380428443,,,7.48326794510368e-06,,,,,,,,,,,,,,,,,,,,,0.369620620188572,3.32262906245727,5,-8.25455399889088,30.5091079977818,3.39076169792534,0.00483364071999956
0.262643621103349,,,,-4.38557289719316,-0.22065464331859,-0.305563798478057,,,,,,,,,,,,,,,,,,,,,,,,0.367528806966323,3.29289817847077,5,-8.28933888855836,30.5786777771167,3.4603314772603,0.00466839377120987
0.233832919625016,,,,,-0.221174176940242,-0.302606104729334,,,,,,,,-0.0318638642705694,,,,,,,,,,,,,,,,0.366570699376703,3.27934618921266,5,-8.30523292077077,30.6104658415415,3.49211954168513,0.00459478072397444
-2.01876398675827,,,,,-0.10109111393431,,,,,,,,,,,,,0.162938712238521,,,,,,,,,,,,0.25168461855084,3.02701457582087,4,-10.0553322832344,30.6106645664688,3.49231826661237,0.00459432419792307
0.221045775602146,,,,,-0.219667676683454,-0.30270942095325,-0.00491384235359288,,,,,,,,,,,,,,,,,,,,,,,0.366484126737695,3.27812367850027,5,-8.30666788848639,30.6133357769728,3.49498947711637,0.00458819209034404
2.61406342080371,,,,,,,,,,,,,,,,,,0.180994968640667,,-0.44029853925621,,,,,,,,,,0.243000132294128,2.88903774484792,4,-10.1764871276464,30.8529742552927,3.73462795543629,0.00407009698016916
-0.0443330619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,-13.0996052308569,30.8658771283806,3.74753082852413,0.00404392352674142
-2.23336638233077,,,,,,,,,,,,,,,,,,0.180308617520278,,,,,,-0.0924870292461195,,,,,,0.233993563554107,2.74924853341714,4,-10.3006758114943,31.1013516229885,3.98300532313212,0.00359476328495657
-2.91615719693713,,,,,,,,2.3250661347412e-05,,,,,,,,,,0.166175847679738,,,,,,,,,,,,0.233739577156064,2.74535410115137,4,-10.3041567419702,31.1083134839404,3.98996718408395,0.00358227191728849
-1.73876864567072,,,,,,,,,-3.08508101276267e-05,,,,,,,,,0.225035232993817,,,,,,,,,,,,0.232414381426361,2.72507637222828,4,-10.3223000995801,31.1446001991603,4.02625389930386,0.00351786353581333
-2.21850322320648,,,,,,,,,,,,,,,,,,0.178565217324004,,,-0.0974052283416221,,,,,,,,,0.230219459770517,2.69164395519399,4,-10.3522821476611,31.2045642953222,4.08621799546573,0.00341395624247925
-2.06398811532525,-0.0766447350250631,,,,,,,,,,,,,,,,,0.166947985169315,,,,,,,,,,,,0.229543830163721,2.68139130083479,4,-10.3614938633409,31.2229877266818,4.10464142682533,0.00338265225132322
-1.72365834440813,,,,,,,,,,,,5.09525587761775e-05,,,,,,,,,,,,,,,,,,0.101508795281574,2.14656203669164,3,-11.9757024334661,31.3631695728147,4.24482327295823,0.00315367729897797
-2.56511976291164,,,,,,,,,,,,,,,-2.90424188333787,,,0.201214602547476,,,,,,,,,,,,0.223417901853976,2.58924474500015,4,-10.4446496388305,31.3892992776609,4.27095297780451,0.00311274295332567
-1.75709118407538,,,,,,,,,,,,,,,,,,,0.115439497198886,,,,,-0.150369203834902,,,,,,0.218616133073609,2.51802639002762,4,-10.5093734299405,31.518746859881,4.40040056002459,0.00291765591463454
-1.78789672821599,,,,,,,,,,,,,,,,,,0.143525967569736,,,,,-0.1120964079674,,,,,,,0.21729010723291,2.49851315687678,4,-10.5271770616945,31.554354123389,4.43600782353254,0.00286617071484298
-1.76966731618817,,,,,,,,,,,,,,,,,,,0.115481665308851,,-0.167997223437742,,,,,,,,,0.216339110011921,2.48455934828763,4,-10.5399268807759,31.5798537615519,4.46150746169545,0.00282985952918386
-2.50826306682978,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229049279001166,,0.0914571844570367,1.9126082722312,3,-12.0925159533329,31.5967966125481,4.47845031269165,0.00280598784138721
-2.23084936723047,,,10.7861091431268,,,,,,,,,,,,,,,0.166579127403951,,,,,,,,,,,,0.214118452609482,2.45210754710309,4,-10.5696386206165,31.6392772412331,4.52093094137664,0.00274701628189827
-2.45209120133969,,,,,,,,6.31449797246277e-05,,,,,,,,,,,,,,,-0.523548715288278,,,,,,,0.213125547898304,2.43765689172081,4,-10.5828962408142,31.6657924816284,4.54744618177195,0.00271083773398696
-1.84603814789557,,,,,,,,,,,,,-0.0916680838649473,,,,,0.153609762372466,,,,,,,,,,,,0.20977527363473,2.38916525859237,4,-10.62750717355,31.7550143471001,4.63666804724365,0.00259256253236431
-1.92931789820731,,,,,,,,,,,,,,,,,,0.156143135623053,,,,,,,,,-0.0322272566505545,,,0.208902281668002,2.37659708964423,4,-10.6391005289882,31.7782010579764,4.65985475812002,0.00256267958992041
-0.024573897083078,,,,,,,,,,,,,-0.432704177714304,,,,,,,,-0.145194250839309,0.309449325012368,,,,,,,,0.32972540434766,2.78757985173469,5,-8.89889326467419,31.7977865293484,4.67944022949197,0.00253770642342988
-1.82698082852768,,,,,,,,,,,,-1.2204840350484e-05,,,,,,0.181063222042072,,,,,,,,,,,,0.207578896780245,2.35759757461194,4,-10.6566507397813,31.8133014795625,4.6949551797061,0.00251809638953761
-1.90283812890907,,,,,,,,,,,,,,,,,,0.153609215317687,,,,,,,,0.0262750245713903,,,,0.207519935898493,2.35675256412156,4,-10.6574319736796,31.8148639473591,4.69651764750269,0.00251612993550922
-1.75405119926533,,,,,,,,,,,-6.89918100319983e-06,,,,,,,0.164365245787286,,,,,,,,,,,,0.207389945954689,2.35489002954976,4,-10.6591541400061,31.8183082800122,4.69996198015577,0.00251180047036067
-1.95477456955204,,-0.0219794549515956,,,,,,,,,,,,,,,,0.158234941060758,,,,,,,,,,,,0.207379383813411,2.35473871888455,4,-10.6592940596853,31.8185881193706,4.7002418195142,0.00251144904463087
-1.9810871160251,,,,,,,-0.0140064756048503,,,,,,,,,,,0.16057939489179,,,,,,,,,,,,0.206547838807869,2.34283885052106,4,-10.6703039244061,31.8406078488123,4.72226154895585,0.0024839499886187
-2.00093643772319,,,,3.1387122897716,,,,,,,,,,,,,,0.159810223989599,,,,,,,,,,,,0.205844467180106,2.33279266851259,4,-10.6796077374357,31.8592154748715,4.74086917501506,0.002460946956236
-2.10468304222681,,,,,,,,,,,,,,,,,,0.154977006942143,,,,,,,,,,0.0176841327274772,,0.205545273226151,2.32852470592948,4,-10.683562812678,31.867125625356,4.74877932549961,0.00245123294833563
-1.99637190830779,,,,,,,,,,1.92712303112565e-06,,,,,,,,0.157320418757776,,,,,,,,,,,,0.205437189244952,2.32698369238749,4,-10.6849912195741,31.8699824391483,4.75163613929188,0.00244773408977994
-1.91646094966756,,,,,,,,,,,,,,,,,,0.162948826599365,,,,,,,,,,,-0.00956968709003788,0.205419512922343,2.32673171109524,4,-10.6852248062968,31.8704496125936,4.75210331273722,0.0024471623983683
-1.94741850880171,,,,,,,,,,,,,,,,,0.294337098925849,0.160461889315637,,,,,,,,,,,,0.205294595862786,2.32495130037654,4,-10.6868753955776,31.8737507911552,4.75540449129874,0.00244312647009155
-1.98239028459901,,,,,,,,,,,,,,0.0110544058964593,,,,0.160223427509935,,,,,,,,,,,,0.205255294209437,2.32439125976606,4,-10.6873946535998,31.8747893071996,4.75644300734319,0.0024418581863844
-0.0715439235922625,,,,,,,,,,,,,,,,,,,,,,,-0.262363680182513,,,,,,,0.0783410356432138,1.61500048801658,3,-12.2430151188712,31.8977949436247,4.77944864376832,0.00241393086494892
-1.44771415795265,,,,,,,,3.15893667000882e-05,,,,,,,,,,,,,-0.0332229020533138,0.345763081486744,,,,,,,,0.326023580422613,2.74114479685592,5,-8.95672360890017,31.9134472178003,4.79510091794392,0.00239511284333553
-1.31812371645278,,,,,-0.102664282929187,,,,,,,,,,,,,,0.0863746008013537,,,,,,,,,,,0.20351647116441,2.29966869893399,4,-10.7103425234813,31.9206850469627,4.80233874710628,0.00238646079948968
-0.283649341020644,,-0.116197728861834,,,,,,,,,,,,,,,,,,,-0.0753333199974389,0.345075730720528,,,,,,,,0.322646551427739,2.69922661786739,5,-9.00920358303241,32.0184071660648,4.9000608662084,0.00227265868232169
-3.40392462697403,,,,,,,,6.09124708793104e-05,,,,,,,,,,,0.0712239995464093,,,,-0.442356232070276,,,,,,,0.318679821318897,2.65051935538273,5,-9.07051453166512,32.1410290633302,5.02268276347383,0.00213750534669461
-1.15258787645344,,,,,,,,,,,,,,,,,,,0.0743208457076203,,,,-0.187276698722843,,,,,,,0.193457392408055,2.15874092116579,4,-10.8421204288914,32.1842408577829,5.06589455792645,0.00209181796160837
2.86731412920426,,,,,,,,,,,,,,,,,,,0.0949256715350071,-0.391187876769557,,,,,,,,,,0.185613452961418,2.05126310439117,4,-10.943743632919,32.3874872658379,5.26914096598152,0.00188968532773744
-0.790962805737899,,,,,,,,,,2.68228527911748e-05,,,,,,,,,,,,,,,,,,,,0.0550026298495973,1.10587605865614,3,-12.5055873196371,32.4229393451565,5.30459304530006,0.0018564838256022
-2.18985702600894,,,,,,,,2.29867475440341e-05,,,,,,,,,,,0.0879695923583183,,,,,,,,,,,0.18347059877183,2.02226078627761,4,-10.9713354680004,32.4426709360007,5.32432463614432,0.00183825818900619
4.18642585029933,,,,,,,,,,,,,,,,,,,,-0.404576496326148,0.00811878150314887,0.347426376626924,,,,,,,,0.308678277947557,2.53019231505761,5,-9.22353049871101,32.447060997422,5.32871469756561,0.00183422758109963
-0.101295029253032,,,,,,,,,,,,,,,,,,,,,,,,,,0.271838665296916,-0.257359330121123,,,0.182876678028225,2.01424932809698,4,-10.9789700992706,32.4579401985412,5.33959389868474,0.00182427720329878
-3.50873856309625,,,,,,,,5.28172616648791e-05,,,,,,,,,,0.120918292583989,,,,,-0.354232695624048,,,,,,,0.308143111877016,2.52385186967458,5,-9.23165561571287,32.4633112314257,5.34496493156932,0.00181938464933151
-2.91568886916685,,,,,,,,,-6.58311286485715e-05,,,,,,-7.16224680306664,,,0.399561894214465,,,,,,,,,,,,0.30812268857648,2.52361009643118,5,-9.2319655663605,32.463931132721,5.34558483286458,0.00181882081726574
-2.04989347979607,,,,,,,,6.67420998994683e-05,,,,,-0.870401997985604,,,,,,,,,,,,,,-0.444714638572558,,,0.307021974860513,2.51060080949326,5,-9.24865683532744,32.4973136706549,5.37896737079847,0.00178871434636856
-0.982099973178235,,,,,,,,,2.83335976892669e-05,,,,,,,,,,,,,,,,,,,,,0.0512431292962701,1.02620543438801,3,-12.5472767921314,32.5063182901451,5.38797199028865,0.00178067910248753
-1.34334799634869,-0.0749024801832421,,,,,,,,,,,,,,,,,,0.088328405285525,,,,,,,,,,,0.178829816975657,1.95996930484408,4,-11.0308437438254,32.5616874876507,5.44334118779433,0.0017320578513297
-2.07030049462355,,,,,-0.133514700071886,,,,,,,6.11399277917016e-05,,,,,,,,,,,,,,,,,,0.178600748827523,1.95691283764049,4,-11.0337723452238,32.5675446904476,5.44919839059119,0.00172699276471415
-1.28201604106009,,,,,,,,,,,,,,,,,,,0.084351435309363,,,,,,,,-0.0769901787843217,,,0.177420278538675,1.94118875677043,4,-11.0488515407239,32.5977030814478,5.4793567815914,0.0017011464636482
-0.207124058366367,,,,,,,,,,,,,,,,,,,,,,,,-0.0457745559854776,0.199550214295414,,,,,0.177401387002827,1.94093748493949,4,-11.0490926831244,32.5981853662488,5.47983906639238,0.00170073629456293
-3.33435015100462,,,,,-0.127767095917886,,,3.23350771745806e-05,,,,,,,,,,0.171910296539888,,,,,,,,,,,,0.303606259419577,2.47049243810023,5,-9.30028460734838,32.6005692146968,5.48222291484035,0.00169871035339886
-0.878271063137167,,,,,,,,,-3.01329000409891e-05,,,,,,,,,,0.124996904224772,,,,,,,,,,,0.176820230489444,1.9332132947718,4,-11.0565081938748,32.6130163877497,5.49467008789325,0.00168817111248801
-0.0642494506988492,,,,,,,,,,,,,,,,,,,,,,,,,,0.106967817052643,,,,0.0439169894095693,0.872751413359513,3,-12.6280445761995,32.6678538582813,5.54950755842492,0.00164251240806849
-1.24437408183834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121928161812143,0.041719753097642,0.827185274263476,3,-12.652147620714,32.7160599473105,5.59771364745403,0.00160339616240527
-1.91337771400854,,-0.129530841947543,,,-0.177993457198043,,,,,,,,,,,,,0.153192889198366,,,,,,,,,,,,0.29974865137942,2.42566571916792,5,-9.35828787208385,32.7165757441677,5.59822944431128,0.00160298270237216
-2.82226308213183,,,,,,,,,,,,8.35334482397929e-05,,,,,,,,,,,,-0.173167710766357,,,,,,0.172158448310689,1.87164564479086,4,-11.1158034220242,32.7316068440483,5.61326054419189,0.00159098056364903
-0.051948406719667,,,,,-0.0934464607452395,,,,,,,,,,,,,,,,,,,,,,,,,0.0397516359527112,0.786547638486076,3,-12.6736904188281,32.7591455435386,5.64079924368218,0.00156922392694514
-2.85450206672003,,,,,,,,,,,,8.40790975705398e-05,,,,,,,,,-0.195895624875813,,,,,,,,,0.170571380331851,1.85084332344459,4,-11.1359138652819,32.7718277305638,5.65348143070737,0.00155930481353187
-1.56431572646064,,,,,,,,,,,,,,,,,,,,,-0.102025178441346,0.291471075653777,,,,,,,0.133577821429774,0.297744421629437,2.40257029093071,5,-9.38829760151196,32.7765952030239,5.6582489031675,0.00155559226877581
0.0562034979321699,,,,,,,,,,,,,,,3.14920240320409,,,,,,,,,,,,,,,0.0371760155109862,0.733617261397582,3,-12.7018162777738,32.8153972614299,5.69705096157344,0.00152570305600521
-0.143718227030488,,,,,,,,,,,,,,-0.310135279665685,,,,,,,-0.0500868070445475,0.345609540853247,,,,,,,,0.296287802747223,2.3858677199601,5,-9.41005415098705,32.8201083019741,5.70176200211769,0.00152211346086934
-1.57890712539018,,,12.9326328804072,,,,,,,,,,,,,,,,0.090309738046457,,,,,,,,,,,0.168055241537817,1.81802596681557,4,-11.1677182481912,32.8354364963825,5.71709019652607,0.00151049242460854
-1.71652746099362,,,,,-0.12018140172093,,,,-3.99822856889522e-05,,,,,,,,,0.247426118100151,,,,,,,,,,,,0.295700807740396,2.3791563712475,5,-9.4188089777941,32.8376179555882,5.71927165573178,0.00150884578398921
-1.64336562607549,,,,,,,,,,,,4.77593128280632e-05,,,,,,,,,,,-0.240586095494333,,,,,,,0.16698545316178,1.80413305405084,4,-11.1812114062023,32.8624228124046,5.74407651254817,0.00149024799941251
0.0937029669574822,,,,,,,,,,,,,-0.24373762690692,,,,,,,,,,,,,,,,,0.0346780472317598,0.682552484706234,3,-12.7290223943846,32.8698094946516,5.75146319479521,0.00148475415675456
-2.15703462680954,,,,,,,,,,,,6.39974724153568e-05,,,,,,,,,,,,,,,-0.139221095218376,,,0.166051306721428,1.79203081980685,4,-11.1929795585099,32.8859591170198,5.76761281716338,0.00147281332215739
-0.782186169887039,,,,,,,,,,,-1.59708026800792e-05,,,,,,,,0.0936089429528737,,,,,,,,,,,0.166013470725762,1.79154121090192,4,-11.1934559294735,32.8869118589469,5.7685655590905,0.00147211188374168
-2.46543320645884,,,,,,,,,,,,,,,,,,,,,,,-0.253725112809964,,,,,0.22262151449732,,0.164652224047587,1.77395578115803,4,-11.2105802325494,32.9211604650988,5.80281416524239,0.00144711760922619
-1.48399503108623,,,,,,,,,,5.15386940972751e-05,,,,,,,,,,,,,,,,,-0.204825992646214,,,0.162406598087395,1.74507031627628,4,-11.2387690141465,32.9775380282931,5.85919172843667,0.00140689470770348
0.192181890209123,,,,,-0.0924879824539424,,,,,,,,,,20.4885009440404,229.920106216969,,,,,,,,,,,,,,0.290189312455305,2.31668264900541,5,-9.50065692235801,33.001313844716,5.8829675448596,0.00139026869262752
-1.93006206590733,,,,,,,,,,,,,-0.426283745631915,,,,,0.173848687212127,,,,,,-0.204738011141795,,,,,,0.290091751117719,2.31558551252491,5,-9.50210001650852,33.004200033017,5.88585373316062,0.00138826385094513
-0.893538805499817,,,,,,,,,,,,,,,,,,,0.0982757525941786,,,,,,,,,,-0.060004409012969,0.161336217204058,1.73135645609466,4,-11.2521786518861,33.0043573037721,5.88601100391571,0.00138815468858515
-2.94571036983189,,,,,-0.125907557821854,,,,,,,,,,,,,,,,,,,,,,,0.26876094896175,,0.1608740910932,1.72544644906156,4,-11.257962838439,33.0159256768781,5.89757937702164,0.00138014851981061
-4.13219017830265,,,,,,,,6.0983763084954e-05,,6.48767224594757e-05,,,,,,,,,,,,,,,,,-0.367587641341407,,,0.289682103349923,2.31098206412158,5,-9.50815722323531,33.0163144464706,5.89796814661421,0.00137988026599482
-0.898414489765222,,,,,,,,,,,,-2.422814312997e-05,,,,,,,0.112802727017043,,,,,,,,,,,0.160483307184735,1.72045389570406,4,-11.2628515873708,33.0257031747416,5.9073568748852,0.00137341778604774
-6.01316843922247,,,,,,,,6.71343332485486e-05,,,,,,,,,,,,,,,,,,,-0.392142873162574,,0.35124451431333,0.289162933718887,2.30515547861477,5,-9.51582884457228,33.0316576891446,5.91331138928814,0.00136933484904634
-1.91496313055841,,,,,,,,,,,,,-0.454042348765426,,,,,0.17238138085517,,,-0.239004299607833,,,,,,,,,0.28911604932467,2.30462971902809,5,-9.51652136600733,33.0330427320147,5.91469643215825,0.0013683868835927
0.315980767728503,,,,,,,,,,,,,-0.646884854625951,,,,,,,,,,,,,,-0.244732370924716,,,0.159809401663042,1.7118551645475,4,-11.2712768747941,33.0425537495881,5.92420744973169,0.00136189495618754
4.60851294646948,,,,,,,,,,,,,,,22.7143454612856,263.747649267177,,,,-0.399890585815256,,,,,,,,,,0.288609181065776,2.29895014457674,5,-9.52400531644704,33.0480106328941,5.92966433303768,0.00135818416989607
-2.90057258816509,,,,,-0.132866091355724,,,7.48104753323523e-05,,,,,,,,,,,,,,,-0.551241980255255,,,,,,,0.288407685505312,2.29669458842312,5,-9.52697893342016,33.0539578668403,5.93561156698389,0.00135415144925072
-1.29220442828533,,,,,,,-0.023367048745014,,,,,,,,,,,,0.0852867811491138,,,,,,,,,,,0.159312817731195,1.70552779895043,4,-11.2774809325742,33.0549618651483,5.93661556529191,0.00135347183696546
-1.34529196287901,,,,,,,,,,,,,,0.110574622822857,,,,,0.0856388093964103,,,,,,,,,,,0.159000738976532,1.70155518216187,4,-11.2813780050334,33.0627560100667,5.94440971021031,0.00134820752351331
0.282296565623,,,,,,,,,,,,,-0.23068907986906,,20.7513470709962,261.579328200085,,,,,,,,,,,,,,0.288006446525599,2.29220689196929,5,-9.53289780279551,33.065795605591,5.94744930573461,0.00134616007698259
-1.61912078517956,,,,,-0.147820085402001,,,,,,,,-0.290885083053336,,,,,0.143156419869025,,,,,,,,,,,,0.28761304895544,2.2878118065251,5,-9.5386977622566,33.0773955245132,5.95904922465678,0.00133837500149291
-1.70003247505426,,,,,,,,,,,,,,,,,,,0.0741460630207284,,,,,,,,,0.0529346161509856,,0.15834994724548,1.69328038481687,4,-11.2895000937667,33.0790001875333,5.96065388767692,0.00133730161172173
-0.976429718955877,,,,,,,,,,,,,,,,,,0.0640464799781958,,,-0.0398005877769565,0.238457384578222,,,,,,,,0.287539691402459,2.2869927839508,5,-9.53977893682008,33.0795578736402,5.96121157378374,0.00133692876644206
0.190398861383015,,,,,,,,,,,,,,,23.1702874370597,275.813333345487,,,,,,,,-0.0914630840653413,,,,,,0.287328642516535,2.28463740520792,5,-9.54288884360434,33.0857776872087,5.96743138735227,0.0013327775009713
-1.2354212883385,,,,,,,,,,-4.04037229410591e-06,,,,,,,,,0.0889772726683967,,,,,,,,,,,0.156374949384218,1.66824650765252,4,-11.3141103036906,33.1282206073812,6.00987430752478,0.00130479201315197
-1.30064510554464,,,,3.16808432663129,,,,,,,,,,,,,,,0.0838123475996435,,,,,,,,,,,0.15628314141966,1.66708565613307,4,-11.3152529098495,33.130505819699,6.01215951984257,0.0013033020011722
-1.26164635434294,,-0.0120179653065862,,,,,,,,,,,,,,,,,0.0830529977588239,,,,,,,,,,,0.156278980761997,1.66703305332875,4,-11.3153046888288,33.1306093776576,6.01226307780116,0.00130323451927196
0.121326054923966,,,,,,,,,,,,,,,19.2767491289317,242.736226901835,,,,,,,-0.162491679402822,,,,,,,0.285560946343823,2.26496394292448,5,-9.56890059316624,33.1378011863325,6.01945488647607,0.00129855662827628
-1.34605615797688,,,,,,,,,,,,,,,,,-0.624494632655838,,0.0840414229290301,,,,,,,,,,,0.155980433389782,1.66325990065151,4,-11.3190194154488,33.1380388308976,6.01969253104115,0.00129840233998033
-1.30282234190567,,,,,,,,,,,,,,,,,,,0.0860045072092747,,,,,,,-0.00812503637869842,,,,0.15582289544931,1.66126995328807,4,-11.320979078571,33.141958157142,6.02361185728558,0.00129586040028309
-1.2604197714378,,,,,,,,,,,,,-0.0097323399664659,,,,,,0.0833831723324947,,,,,,,,,,,0.15569240607468,1.65962223335878,4,-11.3226019993325,33.1452039986651,6.02685769880865,0.00129375902717767
-1.28903484597766,,,,,,,,,,,,,,,-0.0978973141230154,,,,0.0847468218059032,,,,,,,,,,,0.155675609032718,1.65941017017091,4,-11.3228108890636,33.1456217781272,6.02727547827079,0.00129348880242698
