date,mld
1993-07-07,11.1141236008967
1993-07-08,11.0369297202896
1993-07-09,11.0189776550321
1993-07-10,10.8538186546634
1993-07-11,11.0566769920728
1993-07-12,11.0854002964847
1993-07-13,10.835866589406
1993-07-14,10.5414527191835
1993-07-15,10.3870649579693
1993-07-16,10.3601368600831
1993-07-17,10.3493656209287
1993-07-18,10.3493656209287
1993-07-19,10.3511608274544
1993-07-20,10.3529560339801
1993-07-21,10.3529560339801
1993-07-22,10.3511608274544
1993-07-23,10.3529560339801
1993-07-24,10.3744985122891
1993-07-25,10.686864447769
1993-07-26,10.8322761763545
1993-07-27,10.5342718930805
1993-07-28,10.3529560339801
1993-07-29,10.3529560339801
1993-07-30,10.3529560339801
1993-07-31,10.3547512405059
1993-08-01,10.3709080992376
1993-08-02,10.5773568496985
1993-08-03,10.5486335452865
1993-08-04,10.3529560339801
1993-08-05,10.3529560339801
1993-08-06,10.3529560339801
1993-08-07,10.3529560339801
1993-08-08,10.3691128927119
1993-08-09,10.3529560339801
1993-08-10,10.3529560339801
1993-08-11,10.3529560339801
1993-08-12,10.3816793383921
1993-08-13,10.4014266101753
1993-08-14,10.4337403276387
1993-08-15,10.3709080992376
1993-08-16,10.3619320666089
1993-08-17,10.3762937188149
1993-08-18,10.4050170232268
1993-08-19,10.3924505775466
1993-08-20,10.3619320666089
1993-08-21,10.3583416535574
1993-08-22,10.3565464470316
1993-08-23,10.3529560339801
1993-08-24,10.5917185019044
1993-08-25,10.941783774425
1993-08-26,11.0046160028261
1993-08-27,11.1105331878452
1993-08-28,11.1913174815038
1993-08-29,11.3582716883982
1993-08-30,10.8735659264466
1993-08-31,10.417583468907
1993-09-01,10.3529560339801
1993-09-02,10.3529560339801
1993-09-03,10.3529560339801
1993-09-04,10.3529560339801
1993-09-05,10.3673176861861
1993-09-06,10.3601368600831
1993-09-07,10.3529560339801
1993-09-08,10.3529560339801
1993-09-09,10.3529560339801
1993-09-10,10.3529560339801
1993-09-11,10.3493656209287
1993-09-12,10.566585610544
1993-09-13,11.0153872419806
1993-09-14,10.5037533821429
1993-09-15,10.3547512405059
1993-09-16,10.3511608274544
1993-09-17,10.3619320666089
1993-09-18,10.403221816701
1993-09-19,10.5486335452865
1993-09-20,11.1302804596284
1993-09-21,11.5144546561381
1993-09-22,11.69936092829
1993-09-23,11.2667161555851
1993-09-24,10.8789515460239
1993-09-25,10.9776879049399
1993-09-26,10.5396575126578
1993-09-27,10.3529560339801
1993-09-28,10.3529560339801
1993-09-29,10.3727033057634
1993-09-30,10.3816793383921
1993-10-01,10.3888601644951
1993-10-02,10.3762937188149
1993-10-03,10.3852697514436
1993-10-04,10.439125947216
1993-10-05,10.4929821429884
1993-10-06,10.4193786754328
1993-10-07,10.3709080992376
1993-10-08,10.3888601644951
1993-10-09,10.4804156973081
1993-10-10,10.3619320666089
1993-10-11,10.3601368600831
1993-10-12,10.4086074362783
1993-10-13,10.439125947216
1993-10-14,10.3762937188149
1993-10-15,10.3583416535574
1993-10-16,10.3834745449178
1993-10-17,10.4516923928962
1993-10-18,10.5683808170697
1993-10-19,10.7425158500671
1993-10-20,10.9022892308586
1993-10-21,10.4750300777309
1993-10-22,10.3655224796604
1993-10-23,10.417583468907
1993-10-24,10.5199102408746
1993-10-25,10.6850692412433
1993-10-26,11.1464373183601
1993-10-27,11.0800146769075
1993-10-28,10.8879275786526
1993-10-29,11.1392564922571
1993-10-30,11.1590037640403
1993-10-31,10.7568775022731
1993-11-01,12.4982278322472
1993-11-02,13.0798747465891
1993-11-03,11.6329382868374
1993-11-04,12.8482931047678
1993-11-05,13.9325978463187
1993-11-06,13.916440987587
1993-11-07,13.9254170202157
1993-11-08,14.0331294117605
1993-11-09,12.7764848437379
1993-11-10,11.9363281896886
1993-11-11,11.9650514941005
1993-11-12,13.2558049861123
1993-11-13,14.7332599568016
1993-11-14,14.9415039137882
1993-11-15,13.5376524106545
1993-11-16,11.7819404284744
1993-11-17,10.7945768393138
1993-11-18,11.5090690365609
1993-11-19,12.3851298211252
1993-11-20,12.6238922890495
1993-11-21,12.5449032019166
1993-11-22,13.115778877104
1993-11-23,14.291639151468
1993-11-24,15.7511420568999
1993-11-25,15.9073250246399
1993-11-26,15.5016083498211
1993-11-27,15.1138437402599
1993-11-28,14.688379793658
1993-11-29,14.015177346503
1993-11-30,12.7046765827081
1993-12-01,11.4049470580676
1993-12-02,11.9399186027401
1993-12-03,12.2845982556834
1993-12-04,13.796162150362
1993-12-05,14.2054692382322
1993-12-06,14.5752817825359
1993-12-07,13.264781018741
1993-12-08,11.8286157981438
1993-12-09,17.4045272671125
1993-12-10,18.9286576074712
1993-12-11,11.564720438859
1993-12-12,16.330993764716
1993-12-13,25.0736495451016
1993-12-14,25.7001766225871
1993-12-15,20.6574414917651
1993-12-16,20.9321080902044
1993-12-17,21.9715326686116
1993-12-18,22.9194017142057
1993-12-19,23.973187944819
1993-12-20,24.8815624468467
1993-12-21,25.247784578099
1993-12-22,25.0503118602669
1993-12-23,24.6158718810362
1993-12-24,23.4400116066722
1993-12-25,22.8027132900322
1993-12-26,21.2803781561992
1993-12-27,21.4598988087738
1993-12-28,21.8422777987578
1993-12-29,21.7614935050992
1993-12-30,19.7670190549949
1993-12-31,15.4710898388835
1994-01-01,20.4797160457162
1994-01-02,13.1193692901555
1994-01-03,12.7728944306864
1994-01-04,18.4583134977257
1994-01-05,24.4201943697298
1994-01-06,24.9623467405053
1994-01-07,23.0109572470188
1994-01-08,25.0503118602669
1994-01-09,22.7560379203628
1994-01-10,20.707707274486
1994-01-11,20.8243956986596
1994-01-12,17.4709499085651
1994-01-13,14.3365193146117
1994-01-14,14.3634474124979
1994-01-15,16.5392377217026
1994-01-16,17.7743398114162
1994-01-17,18.0490064098555
1994-01-18,17.3488758648143
1994-01-19,16.6864446568138
1994-01-20,17.3847799953292
1994-01-21,20.2768577083069
1994-01-22,20.7741299159387
1994-01-23,19.2194810646422
1994-01-24,23.7505823356264
1994-01-25,22.0020511795493
1994-01-26,17.7222788221696
1994-01-27,20.0955418492065
1994-01-28,21.9984607664978
1994-01-29,20.0057815229192
1994-01-30,18.6162916719914
1994-01-31,20.5892236437868
1994-02-01,19.7131628592225
1994-02-02,17.6648322133457
1994-02-03,17.6253376697793
1994-02-04,18.4888320086633
1994-02-05,18.8550541399156
1994-02-06,18.6791239003925
1994-02-07,19.4851716304527
1994-02-08,22.3000554628232
1994-02-09,23.4597588784554
1994-02-10,21.1062431232018
1994-02-11,21.8458682118093
1994-02-12,22.0433409296414
1994-02-13,30.8757570363143
1994-02-14,33.1772118023213
1994-02-15,33.8198957385386
1994-02-16,30.4054129265687
1994-02-17,25.1400721865542
1994-02-18,20.4635591869845
1994-02-19,22.8063037030837
1994-02-20,23.8457282814909
1994-02-21,30.7842015035012
1994-02-22,29.9799489799668
1994-02-23,29.468315120129
1994-02-24,20.9787834598738
1994-02-25,20.2319775451632
1994-02-26,19.9160211966318
1994-02-27,21.2085698951693
1994-02-28,22.8152797357124
1994-03-01,24.8689960011665
1994-03-02,27.0286294516395
1994-03-03,15.8552640353932
1994-03-04,17.3740087561748
1994-03-05,20.5981996764155
1994-03-06,24.6697280768086
1994-03-07,21.8961339945302
1994-03-08,17.9969454206088
1994-03-09,12.591578571586
1994-03-10,12.7854608763667
1994-03-11,13.6866545522914
1994-03-12,12.3187071796726
1994-03-13,10.7568775022731
1994-03-14,11.0530865790213
1994-03-15,11.4498272212113
1994-03-16,12.1697050380356
1994-03-17,14.9827936638804
1994-03-18,17.7438213004785
1994-03-19,17.8389672463431
1994-03-20,16.2735471558921
1994-03-21,27.1686555606477
1994-03-22,25.3070263934486
1994-03-23,21.7219989615328
1994-03-24,20.5748619915808
1994-03-25,14.2270117165411
1994-03-26,12.2756222230547
1994-03-27,10.4750300777309
1994-03-28,10.3529560339801
1994-03-29,10.3529560339801
1994-03-30,10.3529560339801
1994-03-31,10.3511608274544
1994-04-01,10.3762937188149
1994-04-02,10.9740974918884
1994-04-03,12.1463673532009
1994-04-04,12.8141841807786
1994-04-05,13.4119879538522
1994-04-06,14.1157089119448
1994-04-07,13.9756828029366
1994-04-08,14.6111859130509
1994-04-09,14.8876477180158
1994-04-10,11.8501582764527
1994-04-11,10.6581411433571
1994-04-12,10.4642588385764
1994-04-13,10.8394570024575
1994-04-14,11.4605984603657
1994-04-15,11.6096006020027
1994-04-16,10.9776879049399
1994-04-17,10.5055485886686
1994-04-18,10.3529560339801
1994-04-19,10.4086074362783
1994-04-20,10.3493656209287
1994-04-21,10.3583416535574
1994-04-22,10.3529560339801
1994-04-23,10.4086074362783
1994-04-24,10.5576095779152
1994-04-25,10.927422122219
1994-04-26,10.5396575126578
1994-04-27,10.7209733717582
1994-04-28,10.7048165130265
1994-04-29,10.4301499145872
1994-04-30,10.4355355341645
1994-05-01,10.4229690884843
1994-05-02,10.4714396646794
1994-05-03,10.3960409905981
1994-05-04,10.4660540451022
1994-05-05,10.3529560339801
1994-05-06,10.3529560339801
1994-05-07,10.3529560339801
1994-05-08,10.3529560339801
1994-05-09,10.3511608274544
1994-05-10,10.3529560339801
1994-05-11,10.3511608274544
1994-05-12,10.3511608274544
1994-05-13,10.3601368600831
1994-05-14,10.3493656209287
1994-05-15,10.3529560339801
1994-05-16,10.3583416535574
1994-05-17,10.3529560339801
1994-05-18,10.3637272731346
1994-05-19,10.3798841318663
1994-05-20,10.3547512405059
1994-05-21,10.3529560339801
1994-05-22,10.3529560339801
1994-05-23,10.3529560339801
1994-05-24,10.3637272731346
1994-05-25,10.3870649579693
1994-05-26,10.4570780124734
1994-05-27,10.6509603172541
1994-05-28,10.5576095779152
1994-05-29,10.417583468907
1994-05-30,10.4678492516279
1994-05-31,10.3529560339801
1994-06-01,10.410402642804
1994-06-02,10.3870649579693
1994-06-03,10.3475704144029
1994-06-04,10.3565464470316
1994-06-05,10.3655224796604
1994-06-06,10.4445115667932
1994-06-07,10.4624636320507
1994-06-08,10.3547512405059
1994-06-09,10.3709080992376
1994-06-10,10.3762937188149
1994-06-11,10.3906553710208
1994-06-12,10.3655224796604
1994-06-13,10.708406926078
1994-06-14,12.088920744377
1994-06-15,11.2326072315959
1994-06-16,10.3852697514436
1994-06-17,10.3493656209287
1994-06-18,10.3529560339801
1994-06-19,10.3619320666089
1994-06-20,10.3762937188149
1994-06-21,10.3619320666089
1994-06-22,10.3691128927119
1994-06-23,10.3511608274544
1994-06-24,10.3529560339801
1994-06-25,10.3565464470316
1994-06-26,10.3475704144029
1994-06-27,10.3547512405059
1994-06-28,10.3637272731346
1994-06-29,10.3852697514436
1994-06-30,10.4068122297525
1994-07-01,10.3780889253406
1994-07-02,10.3493656209287
1994-07-03,10.5217054474003
1994-07-04,10.6204418063164
1994-07-05,10.7030213065007
1994-07-06,10.6976356869235
1994-07-07,10.6042849475847
1994-07-08,10.6617315564085
1994-07-09,10.8879275786526
1994-07-10,10.9328077417963
1994-07-11,10.792781632788
1994-07-12,10.7658535349018
1994-07-13,10.8304809698287
1994-07-14,11.1500277314116
1994-07-15,11.4336703624795
1994-07-16,11.4623936668915
1994-07-17,11.3277531774605
1994-07-18,10.7030213065007
1994-07-19,10.6401890780996
1994-07-20,10.3529560339801
1994-07-21,10.3529560339801
1994-07-22,10.3529560339801
1994-07-23,10.3529560339801
1994-07-24,10.3529560339801
1994-07-25,10.3529560339801
1994-07-26,10.3529560339801
1994-07-27,10.3547512405059
1994-07-28,10.3619320666089
1994-07-29,10.3547512405059
1994-07-30,10.3601368600831
1994-07-31,10.4050170232268
1994-08-01,10.3493656209287
1994-08-02,10.3529560339801
1994-08-03,10.3529560339801
1994-08-04,10.3529560339801
1994-08-05,10.3529560339801
1994-08-06,10.3888601644951
1994-08-07,10.3870649579693
1994-08-08,10.410402642804
1994-08-09,10.3547512405059
1994-08-10,10.3529560339801
1994-08-11,10.3511608274544
1994-08-12,10.3511608274544
1994-08-13,10.3529560339801
1994-08-14,10.3529560339801
1994-08-15,10.3529560339801
1994-08-16,10.3547512405059
1994-08-17,10.3565464470316
1994-08-18,10.3583416535574
1994-08-19,10.3547512405059
1994-08-20,10.3565464470316
1994-08-21,10.3547512405059
1994-08-22,10.3511608274544
1994-08-23,10.3565464470316
1994-08-24,10.3583416535574
1994-08-25,10.3583416535574
1994-08-26,10.3547512405059
1994-08-27,10.3529560339801
1994-08-28,10.3529560339801
1994-08-29,10.3529560339801
1994-08-30,10.3511608274544
1994-08-31,10.3744985122891
1994-09-01,10.4337403276387
1994-09-02,10.4570780124734
1994-09-03,10.3637272731346
1994-09-04,10.3655224796604
1994-09-05,10.4086074362783
1994-09-06,10.3798841318663
1994-09-07,10.3727033057634
1994-09-08,10.3673176861861
1994-09-09,10.3601368600831
1994-09-10,10.3655224796604
1994-09-11,10.3583416535574
1994-09-12,10.3583416535574
1994-09-13,10.3547512405059
1994-09-14,10.3547512405059
1994-09-15,10.3547512405059
1994-09-16,10.3619320666089
1994-09-17,10.3547512405059
1994-09-18,10.3547512405059
1994-09-19,10.3942457840723
1994-09-20,10.4858013168854
1994-09-21,10.6042849475847
1994-09-22,10.3673176861861
1994-09-23,10.3529560339801
1994-09-24,10.3529560339801
1994-09-25,10.3529560339801
1994-09-26,10.3601368600831
1994-09-27,10.3780889253406
1994-09-28,10.3547512405059
1994-09-29,10.3547512405059
1994-09-30,10.3511608274544
1994-10-01,10.3475704144029
1994-10-02,10.4373307406902
1994-10-03,10.934602948322
1994-10-04,11.5431779605501
1994-10-05,10.9256269156933
1994-10-06,10.701226099975
1994-10-07,11.0028207963004
1994-10-08,10.7066117195522
1994-10-09,10.5019581756171
1994-10-10,10.5629951974925
1994-10-11,10.8556138611892
1994-10-12,10.7102021326037
1994-10-13,10.6635267629343
1994-10-14,10.8125289045713
1994-10-15,11.2415832642247
1994-10-16,11.2577401229564
1994-10-17,10.814324111097
1994-10-18,10.920241296116
1994-10-19,10.6671171759858
1994-10-20,10.679683621666
1994-10-21,11.1356660792056
1994-10-22,11.1051475682679
1994-10-23,11.054881785547
1994-10-24,10.7676487414276
1994-10-25,11.1805462423493
1994-10-26,11.9435090157916
1994-10-27,11.826820591618
1994-10-28,12.3474304840845
1994-10-29,12.868040376551
1994-10-30,13.3042755623074
1994-10-31,12.6472299738842
1994-11-01,14.3993515430128
1994-11-02,15.3059308385148
1994-11-03,14.8930333375931
1994-11-04,14.0798047814299
1994-11-05,13.1642494532992
1994-11-06,15.6883098284988
1994-11-07,15.2269417513819
1994-11-08,13.9846588355653
1994-11-09,17.11011339689
1994-11-10,16.5643706130631
1994-11-11,16.5212856564452
1994-11-12,18.1567188014002
1994-11-13,16.8139043201418
1994-11-14,16.7959522548844
1994-11-15,17.3165621473509
1994-11-16,19.9968054902904
1994-11-17,20.6897552092286
1994-11-18,20.2032542407513
1994-11-19,19.7957423594068
1994-11-20,20.1422172188759
1994-11-21,19.950130120621
1994-11-22,20.4114981977379
1994-11-23,20.0345048273311
1994-11-24,18.5911587806309
1994-11-25,23.1330312907696
1994-11-26,23.1330312907696
1994-11-27,23.6572315962876
1994-11-28,22.5118898328613
1994-11-29,21.9033148206332
1994-11-30,22.0074367991265
1994-12-01,22.7237242028994
1994-12-02,22.9965955948128
1994-12-03,22.0541121687959
1994-12-04,22.287489017143
1994-12-05,22.6537111483953
1994-12-06,24.2640114019899
1994-12-07,23.4759157371872
1994-12-08,22.2264519952676
1994-12-09,22.3287787672351
1994-12-10,22.2964650497717
1994-12-11,20.6269229808274
1994-12-12,21.0685437861611
1994-12-13,18.9717425640892
1994-12-14,17.8479432789718
1994-12-15,18.0597776490099
1994-12-16,22.8314365944442
1994-12-17,23.3017807041898
1994-12-18,28.7466420967789
1994-12-19,32.053412517204
1994-12-20,31.5705019617782
1994-12-21,19.2212762711679
1994-12-22,20.7795155355159
1994-12-23,25.8312266989666
1994-12-24,25.6463204268147
1994-12-25,23.3053711172412
1994-12-26,20.7525874376297
1994-12-27,17.2537299189497
1994-12-28,23.689545313751
1994-12-29,25.0682639255243
1994-12-30,25.5350176222184
1994-12-31,27.6210476051359
1995-01-01,30.5580054812572
1995-01-02,31.8882535168353
1995-01-03,31.7931075709708
1995-01-04,31.7607938535073
1995-01-05,28.2098753455807
1995-01-06,26.1633399062297
1995-01-07,27.8813525513691
1995-01-08,35.7569235798191
1995-01-09,28.0572827908923
1995-01-10,35.4912330140086
1995-01-11,33.8881135865169
1995-01-12,28.6568817704916
1995-01-13,22.9786435295554
1995-01-14,20.3091714257703
1995-01-15,29.5706418920966
1995-01-16,27.4110084416235
1995-01-17,28.2511650956729
1995-01-18,36.3996075160363
1995-01-19,38.3994675857179
1995-01-20,35.2255424481981
1995-01-21,35.6492111882743
1995-01-22,34.8054641211734
1995-01-23,34.107128782658
1995-01-24,28.9638620863943
1995-01-25,24.9515755013508
1995-01-26,27.0017013537533
1995-01-27,29.6406549466007
1995-01-28,24.9156713708359
1995-01-29,36.6473460165893
1995-01-30,21.8530490379123
1995-01-31,24.7558979900444
1995-02-01,31.1342667760218
1995-02-02,25.9730480145006
1995-02-03,19.3864352715366
1995-02-04,15.7637085025801
1995-02-05,20.6753935570226
1995-02-06,14.3670378255494
1995-02-07,14.8481531744494
1995-02-08,15.955795600835
1995-02-09,14.674018141452
1995-02-10,14.4980879019288
1995-02-11,15.4567281866775
1995-02-12,17.0203530706027
1995-02-13,18.6450149764033
1995-02-14,19.7400909571087
1995-02-15,22.7165433767964
1995-02-16,25.0144077297519
1995-02-17,30.8075391883359
1995-02-18,26.3554270044846
1995-02-19,24.5261115547489
1995-02-20,20.0057815229192
1995-02-21,17.7599781592103
1995-02-22,14.4567981518367
1995-02-23,12.9326678114779
1995-02-24,11.6742280369296
1995-02-25,12.3384544514558
1995-02-26,11.6239622542087
1995-02-27,12.0530166138621
1995-02-28,11.841182243824
1995-03-01,11.8519534829785
1995-03-02,12.1948379293961
1995-03-03,11.6652520043008
1995-03-04,12.2468989186427
1995-03-05,13.3294084536679
1995-03-06,12.4479620495263
1995-03-07,12.0996919835315
1995-03-08,12.1948379293961
1995-03-09,15.2018088600215
1995-03-10,22.2228615822161
1995-03-11,19.6916203809135
1995-03-12,19.2051194124362
1995-03-13,25.1687954909661
1995-03-14,21.9104956467362
1995-03-15,23.0324997253278
1995-03-16,11.9488946353688
1995-03-17,10.9058796439101
1995-03-18,15.4782706649864
1995-03-19,19.4133633694228
1995-03-20,30.8649857971598
1995-03-21,43.7366165867623
1995-03-22,42.4817672252655
1995-03-23,33.2167063458877
1995-03-24,28.1649951824371
1995-03-25,23.4723253241357
1995-03-26,16.8821221681202
1995-03-27,14.3760138581781
1995-03-28,11.9937747985125
1995-03-29,11.2774873947396
1995-03-30,10.9256269156933
1995-03-31,11.4570080473143
1995-04-01,12.4820709735155
1995-04-02,11.2864634273683
1995-04-03,10.5199102408746
1995-04-04,10.4678492516279
1995-04-05,10.6563459368313
1995-04-06,12.4874565930928
1995-04-07,16.7097823416486
1995-04-08,22.160029353815
1995-04-09,18.1459475622458
1995-04-10,12.2899838752606
1995-04-11,15.5195604150786
1995-04-12,10.8448426220347
1995-04-13,12.7244238544913
1995-04-14,13.8302710743511
1995-04-15,12.5682408867513
1995-04-16,12.0548118203878
1995-04-17,12.3707681689192
1995-04-18,13.3024803557817
1995-04-19,12.7226286479655
1995-04-20,14.8140442504602
1995-04-21,12.6974957566051
1995-04-22,11.1248948400511
1995-04-23,10.5091390017201
1995-04-24,10.4534875994219
1995-04-25,10.3673176861861
1995-04-26,10.3655224796604
1995-04-27,10.3529560339801
1995-04-28,10.3511608274544
1995-04-29,10.3529560339801
1995-04-30,10.3529560339801
1995-05-01,10.3529560339801
1995-05-02,10.3529560339801
1995-05-03,10.3529560339801
1995-05-04,10.3529560339801
1995-05-05,10.3637272731346
1995-05-06,10.4211738819585
1995-05-07,10.4804156973081
1995-05-08,10.3691128927119
1995-05-09,10.3529560339801
1995-05-10,10.3906553710208
1995-05-11,10.5486335452865
1995-05-12,10.431945121113
1995-05-13,10.4211738819585
1995-05-14,10.4121978493298
1995-05-15,10.3924505775466
1995-05-16,10.3996314036496
1995-05-17,10.4229690884843
1995-05-18,10.6096705671619
1995-05-19,10.7496966761701
1995-05-20,10.6455746976768
1995-05-21,10.3583416535574
1995-05-22,10.4427163602675
1995-05-23,10.6348034585223
1995-05-24,10.8053480784683
1995-05-25,10.708406926078
1995-05-26,10.4911869364626
1995-05-27,10.3727033057634
1995-05-28,10.4050170232268
1995-05-29,10.3798841318663
1995-05-30,10.3762937188149
1995-05-31,10.3978361971238
1995-06-01,10.4481019798447
1995-06-02,10.4822109038339
1995-06-03,10.4409211537417
1995-06-04,10.3529560339801
1995-06-05,10.3511608274544
1995-06-06,10.3906553710208
1995-06-07,10.5486335452865
1995-06-08,10.4893917299369
1995-06-09,10.3547512405059
1995-06-10,10.3529560339801
1995-06-11,10.3601368600831
1995-06-12,10.403221816701
1995-06-13,10.6401890780996
1995-06-14,10.5396575126578
1995-06-15,10.3547512405059
1995-06-16,10.3547512405059
1995-06-17,10.3978361971238
1995-06-18,10.3996314036496
1995-06-19,10.3511608274544
1995-06-20,10.3762937188149
1995-06-21,10.4086074362783
1995-06-22,10.4265595015358
1995-06-23,10.4265595015358
1995-06-24,10.4445115667932
1995-06-25,10.4714396646794
1995-06-26,10.5163198278231
1995-06-27,10.4678492516279
1995-06-28,10.3870649579693
1995-06-29,10.3547512405059
1995-06-30,10.3529560339801
1995-07-01,10.3529560339801
1995-07-02,10.3529560339801
1995-07-03,10.3529560339801
1995-07-04,10.3529560339801
1995-07-05,10.3529560339801
1995-07-06,10.3529560339801
1995-07-07,10.3529560339801
1995-07-08,10.3529560339801
1995-07-09,10.3529560339801
1995-07-10,10.3529560339801
1995-07-11,10.3529560339801
1995-07-12,10.3762937188149
1995-07-13,10.3780889253406
1995-07-14,10.4014266101753
1995-07-15,10.4893917299369
1995-07-16,10.566585610544
1995-07-17,10.3996314036496
1995-07-18,10.3529560339801
1995-07-19,10.3529560339801
1995-07-20,10.3529560339801
1995-07-21,10.3529560339801
1995-07-22,10.3529560339801
1995-07-23,10.3529560339801
1995-07-24,10.3529560339801
1995-07-25,10.3529560339801
1995-07-26,10.3529560339801
