year,DDpre,DDegg,DDlarv,DDpjuv,DDben,Tcop,Tpart,MLDpart,MLDlarv,MLDpjuv,CSTlarv,CSTpjuv,LSTlarv,LSTpjuv,hci1_larv,hci1_pjuv,hci2_larv,hci2_pjuv,oni_pre,oni_larv,oni_pjuv,pdo_larv,pdo_pjuv,lusi_annual,ZOOpjuvN,ZOObenN,ZOOpjuvS,ZOObenS,X,CutiSTIpjuv,CutiTUMIpjuv,Year,BeutiTUMIpjuv,Year.1,BeutiSTIpjuv,CHLpjuv,PPpjuv,bakun_sti
1993,-1.04927032631821,,0.232127112776793,1.94381282035065,-0.706161166283383,,0.0736044370953516,0.155843891807638,0.210918814620583,0.985288819679739,-0.309847998788175,0.52071698780072,1.35329356847378,0.489418296582907,0.164003390353766,-0.756412914920147,0.164003390353766,-0.756412914920147,0.111906000353483,0.54720830021882,0.937111336204789,0.425252913321666,1.91517118310194,0.037553225503291,,,,,-1.65230555175598,1.74445024290352,-0.970584980335958,-1.65230555175598,-1.34817525465469,-1.65230555175598,1.51843259321416,,,2.24797934489522
1994,-0.311448442813526,-0.797763815706551,0.0975904590158564,0.451844934062051,-0.154727017903449,-0.355747859018007,0.0126262106421112,-0.35287715504911,0.0931707808999025,-0.448708750845329,0.21439316184618,0.682775046453496,0.267108375297898,-0.729629553967618,-0.652379297049152,-0.889529347354604,-0.652379297049152,-0.889529347354604,0.190898471191236,0.214124987042147,0.752685980986134,0.425252913321666,0.205944045870093,0.600851608052657,,,,,-1.54570519357818,0.332578653322285,-0.725484662017261,-1.54570519357818,-1.36813736729167,-1.54570519357818,0.30715632046581,,,-0.0492669236514292
1995,0.22637653199497,-0.886624450523056,1.02524748259615,0.468722910525234,0.344101616150623,0.885326564273665,0.708134833202751,0.231768803709118,-0.0645196635250908,-0.166647170149296,0.157999875037582,1.26092110445154,0.763289708037904,-0.792771811046813,-0.941793651394858,-0.483120845300919,-0.941793651394858,-0.483120845300919,0.819247671036998,0.814864534021504,-0.125178709854662,0.638037691990437,1.23375172639821,0.187766127516455,,,,,-1.43910483540037,0.0544827341623443,-1.12520222122395,-1.43910483540037,-1.23432210904879,-1.43910483540037,0.11789440284888,,,-0.724927590871032
1996,0.669759909019416,0.160097428298941,0.801124111040193,0.203337436616756,-0.834263057145908,0.164228074827902,1.02116495837887,0.268524184843776,-0.0243583893814468,1.00034392270922,1.11900250499891,0.991165817978833,-0.520193339220747,-0.757183050685706,-1.22618925971145,-0.26025166675535,-1.22618925971145,-0.26025166675535,-0.766586023811829,-0.725645789420609,-0.575176576588179,0.987612685517703,1.0615040303981,-1.01393708858886,-1.01564736839487,0.519766746038146,0.299587982826938,-0.16316123301021,-1.33250447722257,1.27382637970978,-0.305035595927089,-1.33250447722257,-1.30352804937816,-1.33250447722257,1.25346590855046,,,1.16692227734386
1997,-0.637298278441025,-0.858897919042892,-0.303620683664147,1.41537780651028,3.01527359132572,-0.661428894717444,-0.385691153096489,-0.612337561524913,-0.801210883472893,-0.937556470346528,1.12939609768629,0.407725119468661,-1.64901456220221,0.453053497837026,0.0218055861954708,-1.35140302958931,0.0218055861954708,-1.35140302958931,-0.342899134772973,-0.202229154428694,2.13218763802167,0.592440953704272,1.93220666951953,-2.02787417717772,-0.705715577405869,-2.27939720944062,0.0618395662094911,1.10545130668159,-1.22590411904476,0.546498591137624,-2.46473969575976,-1.22590411904476,-1.77303059341114,-1.22590411904476,0.231451553419038,,,0.446217565642946
1998,3.10421827430892,2.25441356246375,2.38059164753133,1.85992279458988,0.272660610371868,2.93007118743363,2.23829809209309,4.13757638494104,3.84524028201711,0.246260890193115,-0.428107414856108,0.0288236119194591,1.72296541422463,0.259735359088481,-1.52062236008627,-1.14063534490142,-1.52062236008627,-1.14063534490142,2.24350585735406,2.07582279104748,-0.20632586615087,2.00593984057539,0.236229355056925,1.16414999060202,-2.05130159868411,-0.346437821317767,1.88921042710304,0.768698103375369,-1.11930376086695,-0.384053138359101,-0.161199746225162,-1.11930376086695,-1.17854864245201,-1.11930376086695,-0.399421505304063,-1.96633261194421,-2.08376023385954,-1.49067634705325
1999,0.0662474607681921,0.310216394117453,-0.84680326184959,-1.07395400137414,-0.475407559164465,0.474081797164781,-0.999793365608222,1.12902663098571,2.43346763912936,1.12786940555171,0.940853859162319,0.892923162433707,1.46747418454874,-1.30571052659291,1.41534406694676,1.37950075096001,1.41534406694676,1.37950075096001,-1.3350924427199,-1.33828116901342,-1.92517017678873,-0.57280902471995,-1.16068053118571,1.6898951476481,-0.161755535720154,0.661935131805546,-0.724326919509197,-1.79763768997092,-1.01270340268915,0.118658715506946,0.408576625825263,-1.01270340268915,0.222906113245479,-1.01270340268915,0.193599169895652,-1.41518399632868,-1.02589420798273,-1.22041208016541
2000,-0.323145415633298,-0.0797357375121513,0.101099298536446,-0.179986278213555,-0.903815364724054,-0.625936049424468,-0.160109138324601,-0.606342431000204,-0.117156098052743,-0.922279977840304,0.244800200322371,1.11148012889533,0.183831137405285,-0.800614843027952,0.21251793530189,0.222799629730295,0.21251793530189,0.222799629730295,-1.37698238937628,-1.40370824838741,-1.17640323460099,-0.501880765163693,-0.454654260767685,-0.337979029529619,0.0126018311475572,1.1459543440704,-1.01025165934941,-1.0902255738802,-0.906103044511344,-0.865372998443615,-0.286747535176897,-0.906103044511344,-0.763658564614758,-0.906103044511344,-0.967207258154854,-0.752807410964018,-0.678107852085355,0.806569921493401
2001,-0.719684685720378,-0.940130047188225,-0.483948611462458,-0.890641188787119,-0.669142096617484,-0.593223410147777,-0.547369012941111,-0.299705575736987,-0.503120137828061,0.328399707028876,-0.300261183302435,0.401016164409184,-0.677678698369402,-0.614365944556991,0.525353104450139,1.31294253474279,0.525353104450139,1.31294253474279,-0.597829381567539,-0.49962496976501,-0.328046600595182,0.31886052398728,-0.672329920548041,0.525745157046075,0.26731133654314,1.24865935897795,-0.922899315103424,-1.24191029833785,-0.799502686333539,-1.41086883987273,1.15516277529387,-0.799502686333539,0.853548904867292,-0.799502686333539,-1.61069777805242,-0.81352978008357,-0.616921840337266,0.175953298755104
2002,-0.84680332870374,-0.432679612988721,-1.08974067971842,-1.52122296662496,-0.611314895527593,-0.746664990985954,-1.00788456191384,-0.46199658317418,-0.812154008344328,0.240283130132509,0.170587275303729,0.529958458270707,-0.983080266272104,-1.31956878322504,1.2313233792125,1.28268880009859,1.2313233792125,1.28268880009859,-0.12028398968476,0.142749991361431,1.09202863458846,-0.562676416211914,-0.22940727369062,1.38946934362177,0.606848466188805,1.24496333542073,-0.82700084134458,-0.70629037687382,-0.692902328155734,-1.12207692382202,1.68347613357732,-0.692902328155734,1.4122767589624,-0.692902328155734,-0.87888502993362,2.32014829923524,2.4363253680305,-0.454663323983191
