"","xvar","yvar","corr"
"563","CutiTUMI","LSTlarv",-0.0749149484935235
"564","CutiTUMI","LSTpjuv",0.0656407196247778
"565","CutiTUMI","HCIlarv",0.0659289229462124
"566","CutiTUMI","HCIpjuv",0.150641980148266
"567","CutiTUMI","ONIpre",-0.0481505592848666
"568","CutiTUMI","ONIlarv",-0.0818233802550078
"569","CutiTUMI","ONIpjuv",-0.0348952174743801
"570","CutiTUMI","PDOlarv",0.0107815595260755
"571","CutiTUMI","PDOpjuv",-0.201829797175373
"572","CutiTUMI","CutiSTI",-0.216131303832816
"573","CutiTUMI","CutiTUMI",1
"574","CutiTUMI","BeutiTUMI",0.462386221330995
"575","CutiTUMI","BeutiSTI",-0.156851294086356
"576","BeutiTUMI","DDpre",-0.220563718872761
"577","BeutiTUMI","DDegg",-0.0359296176767864
"578","BeutiTUMI","DDlarv",-0.47069722845083
"579","BeutiTUMI","DDpjuv",-0.611001144012786
"580","BeutiTUMI","DDben",-0.22592985489974
"581","BeutiTUMI","Tcop",-0.340858868548576
"582","BeutiTUMI","Tpart",-0.463493952199022
"583","BeutiTUMI","MLDpart",-0.280122671390451
"584","BeutiTUMI","MLDlarv",-0.223401697838096
"585","BeutiTUMI","MLDpjuv",-0.0217246162685196
"586","BeutiTUMI","CSTlarv",-0.29340350627604
"587","BeutiTUMI","CSTpjuv",-0.452842675783862
"588","BeutiTUMI","LSTlarv",-0.212488728678171
"589","BeutiTUMI","LSTpjuv",0.221364882132252
"590","BeutiTUMI","HCIlarv",0.54722937399742
"591","BeutiTUMI","HCIpjuv",0.618021221255518
"592","BeutiTUMI","ONIpre",-0.340969128032685
"593","BeutiTUMI","ONIlarv",-0.331752519211666
"594","BeutiTUMI","ONIpjuv",-0.20481976389997
"595","BeutiTUMI","PDOlarv",-0.53892061527495
"596","BeutiTUMI","PDOpjuv",-0.625952892712043
"597","BeutiTUMI","CutiSTI",-0.547945962673202
"598","BeutiTUMI","CutiTUMI",0.462386221330995
"599","BeutiTUMI","BeutiTUMI",1
"600","BeutiTUMI","BeutiSTI",-0.425697123667435
"601","BeutiSTI","DDpre",0.201413385128733
"602","BeutiSTI","DDegg",0.147693874199526
"603","BeutiSTI","DDlarv",0.30944665798199
"604","BeutiSTI","DDpjuv",0.346438448419543
"605","BeutiSTI","DDben",0.170746667528862
"606","BeutiSTI","Tcop",0.00747095993793224
"607","BeutiSTI","Tpart",0.355734796555805
"608","BeutiSTI","MLDpart",0.171059277253794
"609","BeutiSTI","MLDlarv",0.172321680214457
"610","BeutiSTI","MLDpjuv",0.338646887029832
"611","BeutiSTI","CSTlarv",0.10445161287949
"612","BeutiSTI","CSTpjuv",0.0828249207841948
"613","BeutiSTI","LSTlarv",0.381504201198017
"614","BeutiSTI","LSTpjuv",-0.162231556526319
"615","BeutiSTI","HCIlarv",-0.399634528780672
"616","BeutiSTI","HCIpjuv",-0.265571131069519
"617","BeutiSTI","ONIpre",0.0713681039560417
"618","BeutiSTI","ONIlarv",0.112781377850514
"619","BeutiSTI","ONIpjuv",0.0764747791963221
"620","BeutiSTI","PDOlarv",0.414548274606226
"621","BeutiSTI","PDOpjuv",0.414615541566141
"622","BeutiSTI","CutiSTI",0.93723243017994
"623","BeutiSTI","CutiTUMI",-0.156851294086356
"624","BeutiSTI","BeutiTUMI",-0.425697123667435
"625","BeutiSTI","BeutiSTI",1
