bottom_depth,lon,lat
4117.05419921875,-124.5,31.0833339691162
4183.578125,-124.416664123535,31.0833339691162
4146.13818359375,-124.333335876465,31.0833339691162
4171.27587890625,-124.25,31.0833339691162
4151.2578125,-124.166664123535,31.0833339691162
4084.30102539062,-124.083335876465,31.0833339691162
4124.73095703125,-124,31.0833339691162
4119.1220703125,-123.916664123535,31.0833339691162
4060.462890625,-123.833335876465,31.0833339691162
4025.26000976563,-123.75,31.0833339691162
4096.69189453125,-123.666664123535,31.0833339691162
4136.373046875,-123.583335876465,31.0833339691162
4129.69091796875,-123.5,31.0833339691162
4097.63720703125,-123.416664123535,31.0833339691162
4054.44604492187,-123.333335876465,31.0833339691162
4055.001953125,-123.25,31.0833339691162
4037.2119140625,-123.166664123535,31.0833339691162
4064.3779296875,-123.083335876465,31.0833339691162
4073.36303710938,-123,31.0833339691162
4008.4580078125,-122.916664123535,31.0833339691162
3967.86206054688,-122.833335876465,31.0833339691162
3966.82202148438,-122.75,31.0833339691162
4102.18017578125,-122.666664123535,31.0833339691162
4199.8662109375,-122.583335876465,31.0833339691162
4165.884765625,-122.5,31.0833339691162
4142.2939453125,-122.416664123535,31.0833339691162
4182.9521484375,-122.333335876465,31.0833339691162
4210.625,-122.25,31.0833339691162
4211.19482421875,-122.166664123535,31.0833339691162
4135.96923828125,-122.083335876465,31.0833339691162
4138.490234375,-122,31.0833339691162
4132.31396484375,-121.916664123535,31.0833339691162
4092.626953125,-121.833335876465,31.0833339691162
4044.15502929688,-121.75,31.0833339691162
4076.30395507813,-121.666664123535,31.0833339691162
4103.953125,-121.583335876465,31.0833339691162
4081.9150390625,-121.5,31.0833339691162
3985.53002929688,-121.416664123535,31.0833339691162
3928.94604492188,-121.333335876465,31.0833339691162
3878.69409179688,-121.25,31.0833339691162
3981.083984375,-121.166664123535,31.0833339691162
3988.08911132813,-121.083335876465,31.0833339691162
3982.537109375,-121,31.0833339691162
3974.51611328125,-120.916664123535,31.0833339691162
3950.1240234375,-120.833335876465,31.0833339691162
3900.27709960938,-120.75,31.0833339691162
3859.97802734375,-120.666664123535,31.0833339691162
3875.22900390625,-120.583335876465,31.0833339691162
3862.19702148438,-120.5,31.0833339691162
3843.09106445313,-120.416664123535,31.0833339691162
3920.7529296875,-120.333335876465,31.0833339691162
3967.97998046875,-120.25,31.0833339691162
3927.26489257813,-120.166664123535,31.0833339691162
3787.7451171875,-120.083335876465,31.0833339691162
3645.123046875,-120,31.0833339691162
3683.81396484375,-119.916664123535,31.0833339691162
3705.99609375,-119.833335876465,31.0833339691162
3634.837890625,-119.75,31.0833339691162
3439.96606445313,-119.666664123535,31.0833339691162
3401.02197265625,-119.583335876465,31.0833339691162
3455.18896484375,-119.5,31.0833339691162
3648.36401367188,-119.416664123535,31.0833339691162
3670.57006835938,-119.333335876465,31.0833339691162
3609.77807617188,-119.25,31.0833339691162
3559.22290039063,-119.166664123535,31.0833339691162
3611.35400390625,-119.083335876465,31.0833339691162
3527.27099609375,-119,31.0833339691162
2961.18896484375,-118.916664123535,31.0833339691162
2604.71997070313,-118.833335876465,31.0833339691162
2270.44604492188,-118.75,31.0833339691162
2071.78295898438,-118.666664123535,31.0833339691162
1755.55395507813,-118.583335876465,31.0833339691162
1812.42504882813,-118.5,31.0833339691162
1928.44995117188,-118.416664123535,31.0833339691162
1874.92297363281,-118.333335876465,31.0833339691162
1779.041015625,-118.25,31.0833339691162
1722.83996582031,-118.166664123535,31.0833339691162
1734.65002441406,-118.083335876465,31.0833339691162
1732.42700195313,-118,31.0833339691162
1699.22900390625,-117.916664123535,31.0833339691162
1583.35205078125,-117.833335876465,31.0833339691162
1417.15295410156,-117.75,31.0833339691162
1469.40405273438,-117.666664123535,31.0833339691162
1825.48596191406,-117.583335876465,31.0833339691162
1907.74194335938,-117.5,31.0833339691162
1933.32702636719,-117.416664123535,31.0833339691162
2050.8330078125,-117.333335876465,31.0833339691162
2060.80102539063,-117.25,31.0833339691162
1583.22302246094,-117.166664123535,31.0833339691162
1969.40002441406,-117.083335876465,31.0833339691162
2173.39599609375,-117,31.0833339691162
1653.64099121094,-116.916664123535,31.0833339691162
1463.54296875,-116.833335876465,31.0833339691162
1352.26293945313,-116.75,31.0833339691162
1527.56494140625,-116.666664123535,31.0833339691162
806.417175292969,-116.583335876465,31.0833339691162
132.330001831055,-116.5,31.0833339691162
62.522029876709,-116.416664123535,31.0833339691162
20.3471698760986,-116.333335876465,31.0833339691162
4570.36279296875,-130,31.1666660308838
4676.97900390625,-129.91667175293,31.1666660308838
4740.0810546875,-129.83332824707,31.1666660308838
4662.47607421875,-129.75,31.1666660308838
4576.49609375,-129.66667175293,31.1666660308838
4573.583984375,-129.58332824707,31.1666660308838
4689.0380859375,-129.5,31.1666660308838
4507.9931640625,-129.41667175293,31.1666660308838
4409.7138671875,-129.33332824707,31.1666660308838
4454.4521484375,-129.25,31.1666660308838
4457.93994140625,-129.16667175293,31.1666660308838
4550.95703125,-129.08332824707,31.1666660308838
4464.14208984375,-129,31.1666660308838
4443.90283203125,-128.91667175293,31.1666660308838
4460.63720703125,-128.83332824707,31.1666660308838
4454.7431640625,-128.75,31.1666660308838
4470.76318359375,-128.66667175293,31.1666660308838
4433.18994140625,-128.58332824707,31.1666660308838
4417.23583984375,-128.5,31.1666660308838
4394.52783203125,-128.41667175293,31.1666660308838
4367.97119140625,-128.33332824707,31.1666660308838
4401.0009765625,-128.25,31.1666660308838
4384.85888671875,-128.16667175293,31.1666660308838
4336.087890625,-128.08332824707,31.1666660308838
4373.30615234375,-128,31.1666660308838
4353.25,-127.916664123535,31.1666660308838
4380.36083984375,-127.833335876465,31.1666660308838
4396.583984375,-127.75,31.1666660308838
4348.19091796875,-127.666664123535,31.1666660308838
4220.1318359375,-127.583335876465,31.1666660308838
4316.77783203125,-127.5,31.1666660308838
4362.5908203125,-127.416664123535,31.1666660308838
4291.8349609375,-127.333335876465,31.1666660308838
4247.23779296875,-127.25,31.1666660308838
4258.8310546875,-127.166664123535,31.1666660308838
4274.865234375,-127.083335876465,31.1666660308838
4243.1240234375,-127,31.1666660308838
4224.583984375,-126.916664123535,31.1666660308838
4240.97607421875,-126.833335876465,31.1666660308838
4224.68505859375,-126.75,31.1666660308838
4194.873046875,-126.666664123535,31.1666660308838
4221.9501953125,-126.583335876465,31.1666660308838
4322.02294921875,-126.5,31.1666660308838
4368.56494140625,-126.416664123535,31.1666660308838
4529.01611328125,-126.333335876465,31.1666660308838
4398.10107421875,-126.25,31.1666660308838
3620.32397460938,-126.166664123535,31.1666660308838
3504.30102539063,-126.083335876465,31.1666660308838
3902.15087890625,-126,31.1666660308838
4036.25708007813,-125.916664123535,31.1666660308838
4261,-125.833335876465,31.1666660308838
4269.4619140625,-125.75,31.1666660308838
4324.76611328125,-125.666664123535,31.1666660308838
4307.13916015625,-125.583335876465,31.1666660308838
4175.44677734375,-125.5,31.1666660308838
3967.3349609375,-125.416664123535,31.1666660308838
3953.44311523438,-125.333335876465,31.1666660308838
4150.1572265625,-125.25,31.1666660308838
4101.216796875,-125.166664123535,31.1666660308838
4231.27978515625,-125.083335876465,31.1666660308838
4219.22900390625,-125,31.1666660308838
4249.81298828125,-124.916664123535,31.1666660308838
4285.48388671875,-124.833335876465,31.1666660308838
4260.173828125,-124.75,31.1666660308838
3851.96411132813,-124.666664123535,31.1666660308838
3646.47412109375,-124.583335876465,31.1666660308838
3830.8798828125,-124.5,31.1666660308838
4105.4599609375,-124.416664123535,31.1666660308838
4120.31689453125,-124.333335876465,31.1666660308838
4172.69189453125,-124.25,31.1666660308838
4184.64111328125,-124.166664123535,31.1666660308838
4107.11376953125,-124.083335876465,31.1666660308838
4094.6669921875,-124,31.1666660308838
4119.5078125,-123.916664123535,31.1666660308838
4114.65380859375,-123.833335876465,31.1666660308838
4066.29907226563,-123.75,31.1666660308838
4058.68701171875,-123.666664123535,31.1666660308838
4142.7490234375,-123.583335876465,31.1666660308838
4112.09814453125,-123.5,31.1666660308838
4089.77709960937,-123.416664123535,31.1666660308838
4070.9560546875,-123.333335876465,31.1666660308838
4064.626953125,-123.25,31.1666660308838
4026.16796875,-123.166664123535,31.1666660308838
4044.2490234375,-123.083335876465,31.1666660308838
4085.6640625,-123,31.1666660308838
4009.17211914063,-122.916664123535,31.1666660308838
4032.02197265625,-122.833335876465,31.1666660308838
4059.501953125,-122.75,31.1666660308838
4016.35693359375,-122.666664123535,31.1666660308838
4045.6298828125,-122.583335876465,31.1666660308838
4170.82421875,-122.5,31.1666660308838
4172.171875,-122.416664123535,31.1666660308838
4100.46484375,-122.333335876465,31.1666660308838
3838.15307617188,-122.25,31.1666660308838
3681.330078125,-122.166664123535,31.1666660308838
3447.38500976563,-122.083335876465,31.1666660308838
3333.63793945313,-122,31.1666660308838
4038.24291992188,-121.916664123535,31.1666660308838
4077.42895507813,-121.833335876465,31.1666660308838
4042.86206054688,-121.75,31.1666660308838
4021.67700195313,-121.666664123535,31.1666660308838
4045.00708007813,-121.583335876465,31.1666660308838
4026.708984375,-121.5,31.1666660308838
3933.53002929688,-121.416664123535,31.1666660308838
3904.76708984375,-121.333335876465,31.1666660308838
3887.86791992188,-121.25,31.1666660308838
3852.96606445313,-121.166664123535,31.1666660308838
4038.2509765625,-121.083335876465,31.1666660308838
4019.02392578125,-121,31.1666660308838
3919.82104492188,-120.916664123535,31.1666660308838
3917.38891601563,-120.833335876465,31.1666660308838
3898.7548828125,-120.75,31.1666660308838
3807.26489257813,-120.666664123535,31.1666660308838
3845.26391601563,-120.583335876465,31.1666660308838
3843.31201171875,-120.5,31.1666660308838
3802.68408203125,-120.416664123535,31.1666660308838
3966.89111328125,-120.333335876465,31.1666660308838
3941.5869140625,-120.25,31.1666660308838
3819.48706054688,-120.166664123535,31.1666660308838
3767.47607421875,-120.083335876465,31.1666660308838
3754.60009765625,-120,31.1666660308838
3754.28002929688,-119.916664123535,31.1666660308838
3708.40405273438,-119.833335876465,31.1666660308838
3656.11499023438,-119.75,31.1666660308838
3637.294921875,-119.666664123535,31.1666660308838
3618.97290039063,-119.583335876465,31.1666660308838
3623.81591796875,-119.5,31.1666660308838
3659.21704101563,-119.416664123535,31.1666660308838
3673.376953125,-119.333335876465,31.1666660308838
3652.11010742188,-119.25,31.1666660308838
3567.52490234375,-119.166664123535,31.1666660308838
3597.98803710938,-119.083335876465,31.1666660308838
3386.32202148438,-119,31.1666660308838
2794.75610351563,-118.916664123535,31.1666660308838
2132.77587890625,-118.833335876465,31.1666660308838
1981.21301269531,-118.75,31.1666660308838
1992.45104980469,-118.666664123535,31.1666660308838
2099.08203125,-118.583335876465,31.1666660308838
2100.15087890625,-118.5,31.1666660308838
1933.5,-118.416664123535,31.1666660308838
1799.4560546875,-118.333335876465,31.1666660308838
1704.77294921875,-118.25,31.1666660308838
1737.60998535156,-118.166664123535,31.1666660308838
1664.18103027344,-118.083335876465,31.1666660308838
1509.09094238281,-118,31.1666660308838
1494.1259765625,-117.916664123535,31.1666660308838
1417.08898925781,-117.833335876465,31.1666660308838
1434.83801269531,-117.75,31.1666660308838
1738.35803222656,-117.666664123535,31.1666660308838
2004.0439453125,-117.583335876465,31.1666660308838
2016.00805664063,-117.5,31.1666660308838
1997.83203125,-117.416664123535,31.1666660308838
2127.56689453125,-117.333335876465,31.1666660308838
1883.35595703125,-117.25,31.1666660308838
1507.69995117188,-117.166664123535,31.1666660308838
1517.03698730469,-117.083335876465,31.1666660308838
1722.85400390625,-117,31.1666660308838
1493.76098632813,-116.916664123535,31.1666660308838
1271.22094726563,-116.833335876465,31.1666660308838
1462.01000976563,-116.75,31.1666660308838
1227.60803222656,-116.666664123535,31.1666660308838
184.395492553711,-116.583335876465,31.1666660308838
100.405403137207,-116.5,31.1666660308838
42.3983306884766,-116.416664123535,31.1666660308838
15.1554298400879,-116.333335876465,31.1666660308838
4492.2470703125,-130,31.25
4536.08203125,-129.91667175293,31.25
4553.77978515625,-129.83332824707,31.25
4597.94189453125,-129.75,31.25
4664.81396484375,-129.66667175293,31.25
4511.96923828125,-129.58332824707,31.25
4489.873046875,-129.5,31.25
4475.626953125,-129.41667175293,31.25
4481.06005859375,-129.33332824707,31.25
4473.13623046875,-129.25,31.25
4418.10400390625,-129.16667175293,31.25
4486.1240234375,-129.08332824707,31.25
4494.64208984375,-129,31.25
4421.412109375,-128.91667175293,31.25
4422.3701171875,-128.83332824707,31.25
4457.7041015625,-128.75,31.25
4404.591796875,-128.66667175293,31.25
4399.6337890625,-128.58332824707,31.25
4417.15185546875,-128.5,31.25
4388.73876953125,-128.41667175293,31.25
4386.68603515625,-128.33332824707,31.25
4451.6728515625,-128.25,31.25
4393.14306640625,-128.16667175293,31.25
4339.94091796875,-128.08332824707,31.25
4165.1767578125,-128,31.25
4184.60302734375,-127.916664123535,31.25
4261.51220703125,-127.833335876465,31.25
4295.48583984375,-127.75,31.25
4305.47216796875,-127.666664123535,31.25
4297.8291015625,-127.583335876465,31.25
4282.091796875,-127.5,31.25
4340.1630859375,-127.416664123535,31.25
4151.244140625,-127.333335876465,31.25
4111.98583984375,-127.25,31.25
4120.39208984375,-127.166664123535,31.25
4187.01416015625,-127.083335876465,31.25
4328.59619140625,-127,31.25
4305.744140625,-126.916664123535,31.25
4282.39697265625,-126.833335876465,31.25
4252.630859375,-126.75,31.25
4207.869140625,-126.666664123535,31.25
4230.7548828125,-126.583335876465,31.25
4210.8818359375,-126.5,31.25
4177.23583984375,-126.416664123535,31.25
4261.12890625,-126.333335876465,31.25
4343.1328125,-126.25,31.25
4233.26318359375,-126.166664123535,31.25
4163.6298828125,-126.083335876465,31.25
4277.51806640625,-126,31.25
4299.634765625,-125.916664123535,31.25
4284.30908203125,-125.833335876465,31.25
4269.77685546875,-125.75,31.25
4296.24609375,-125.666664123535,31.25
4328.86181640625,-125.583335876465,31.25
4278.591796875,-125.5,31.25
4114.69384765625,-125.416664123535,31.25
3865.04809570313,-125.333335876465,31.25
4145.298828125,-125.25,31.25
4264.2529296875,-125.166664123535,31.25
4257.998046875,-125.083335876465,31.25
3791.06494140625,-125,31.25
3874.64208984375,-124.916664123535,31.25
4194.369140625,-124.833335876465,31.25
4156.52880859375,-124.75,31.25
4207.88916015625,-124.666664123535,31.25
4148.34716796875,-124.583335876465,31.25
4048.14111328125,-124.5,31.25
4058.24194335938,-124.416664123535,31.25
4107.76123046875,-124.333335876465,31.25
4111.05517578125,-124.25,31.25
4172.171875,-124.166664123535,31.25
4133.8779296875,-124.083335876465,31.25
4116.955078125,-124,31.25
4154.81982421875,-123.916664123535,31.25
4092.22094726563,-123.833335876465,31.25
4056.61889648438,-123.75,31.25
4087.67504882813,-123.666664123535,31.25
4086.55688476563,-123.583335876465,31.25
4113.35205078125,-123.5,31.25
4091.791015625,-123.416664123535,31.25
4036.68310546875,-123.333335876465,31.25
4060.64111328125,-123.25,31.25
4034.30810546875,-123.166664123535,31.25
4037.72607421875,-123.083335876465,31.25
4089.88208007813,-123,31.25
4053.89111328125,-122.916664123535,31.25
4063.50390625,-122.833335876465,31.25
4166.76708984375,-122.75,31.25
4110.09521484375,-122.666664123535,31.25
3863.0400390625,-122.583335876465,31.25
4073.17993164063,-122.5,31.25
4118.666015625,-122.416664123535,31.25
4077.6259765625,-122.333335876465,31.25
3898.21899414063,-122.25,31.25
4010.04809570313,-122.166664123535,31.25
3981.17993164063,-122.083335876465,31.25
3866.95190429688,-122,31.25
4070.24096679688,-121.916664123535,31.25
4121.8349609375,-121.833335876465,31.25
4102.07421875,-121.75,31.25
4014.06811523438,-121.666664123535,31.25
4000.90698242188,-121.583335876465,31.25
3980.67602539063,-121.5,31.25
3919.57104492188,-121.416664123535,31.25
3873.20092773438,-121.333335876465,31.25
3842.34301757813,-121.25,31.25
3819.3369140625,-121.166664123535,31.25
3971.31103515625,-121.083335876465,31.25
4039.51293945313,-121,31.25
3917.82495117188,-120.916664123535,31.25
3921.24194335938,-120.833335876465,31.25
3952.2529296875,-120.75,31.25
3852.86401367188,-120.666664123535,31.25
3839.18090820313,-120.583335876465,31.25
3813.03002929688,-120.5,31.25
3796.0830078125,-120.416664123535,31.25
3957.0869140625,-120.333335876465,31.25
3952.91088867188,-120.25,31.25
3857.47192382813,-120.166664123535,31.25
3793.20092773438,-120.083335876465,31.25
3779.88305664063,-120,31.25
3776.22509765625,-119.916664123535,31.25
3758.05688476563,-119.833335876465,31.25
3689.52099609375,-119.75,31.25
3673.126953125,-119.666664123535,31.25
3709.45092773438,-119.583335876465,31.25
3678.24096679688,-119.5,31.25
3680.52807617188,-119.416664123535,31.25
3708.78393554688,-119.333335876465,31.25
3720.02099609375,-119.25,31.25
3676.03100585938,-119.166664123535,31.25
3401.54296875,-119.083335876465,31.25
2665.083984375,-119,31.25
2060.30493164063,-118.916664123535,31.25
1713.80200195313,-118.833335876465,31.25
1471.38403320313,-118.75,31.25
1506.98303222656,-118.666664123535,31.25
1246.24401855469,-118.583335876465,31.25
1209.82897949219,-118.5,31.25
1189.40405273438,-118.416664123535,31.25
1339.18103027344,-118.333335876465,31.25
1385.90405273438,-118.25,31.25
1549.69995117188,-118.166664123535,31.25
1524.06396484375,-118.083335876465,31.25
1513.3330078125,-118,31.25
1511.61999511719,-117.916664123535,31.25
1560.14196777344,-117.833335876465,31.25
1810.41101074219,-117.75,31.25
1960.81701660156,-117.666664123535,31.25
2029.53698730469,-117.583335876465,31.25
1974.47302246094,-117.5,31.25
1985.35900878906,-117.416664123535,31.25
2034.68005371094,-117.333335876465,31.25
1600.37194824219,-117.25,31.25
1498.69604492188,-117.166664123535,31.25
1477.60205078125,-117.083335876465,31.25
1213.60900878906,-117,31.25
1275.748046875,-116.916664123535,31.25
1105.02099609375,-116.833335876465,31.25
952.234191894531,-116.75,31.25
545.703674316406,-116.666664123535,31.25
104.277099609375,-116.583335876465,31.25
81.9287719726563,-116.5,31.25
20.3668994903564,-116.416664123535,31.25
4630.85107421875,-130,31.3333339691162
4641.10009765625,-129.91667175293,31.3333339691162
4598.173828125,-129.83332824707,31.3333339691162
4565.1162109375,-129.75,31.3333339691162
4513.1318359375,-129.66667175293,31.3333339691162
4125.84521484375,-129.58332824707,31.3333339691162
4360.85498046875,-129.5,31.3333339691162
4417.48779296875,-129.41667175293,31.3333339691162
4391.3681640625,-129.33332824707,31.3333339691162
4465.2890625,-129.25,31.3333339691162
4407.63623046875,-129.16667175293,31.3333339691162
4365.22802734375,-129.08332824707,31.3333339691162
4367.4267578125,-129,31.3333339691162
4302.69091796875,-128.91667175293,31.3333339691162
4387.7919921875,-128.83332824707,31.3333339691162
4451.0498046875,-128.75,31.3333339691162
4300.47998046875,-128.66667175293,31.3333339691162
4277.14697265625,-128.58332824707,31.3333339691162
4390.39404296875,-128.5,31.3333339691162
4382.05712890625,-128.41667175293,31.3333339691162
4301.2490234375,-128.33332824707,31.3333339691162
4297.43017578125,-128.25,31.3333339691162
4305.5078125,-128.16667175293,31.3333339691162
4310.57421875,-128.08332824707,31.3333339691162
4233.6572265625,-128,31.3333339691162
4179.658203125,-127.916664123535,31.3333339691162
4228.5849609375,-127.833335876465,31.3333339691162
4271.31103515625,-127.75,31.3333339691162
4218.13623046875,-127.666664123535,31.3333339691162
4189.65380859375,-127.583335876465,31.3333339691162
4235.44384765625,-127.5,31.3333339691162
