year,month,day,31N,32N,33N,34N,35N,36N,37N,38N,39N,40N,41N,42N,43N,44N,45N,46N,47N
1993,3,20,0.506573677,0.988981128,0.656753302,0.872477412,0.819786012,1.481065035,1.069281697,0.240813673,0.337071925,0.32151565,-0.020345926,-0.286099494,-0.686141968,0.1044541,-0.587771297,2.1519804,-0.158453584
1993,3,21,0.505600452,0.964657247,0.719507694,1.121678114,1.005848408,2.097424984,1.454939365,0.879344106,1.130001545,0.947706938,0.368606091,0.311424464,0.13725853,0.122388661,-0.257906556,2.038619041,0.428569674
1993,3,22,0.383186311,0.812211037,0.434081107,0.552199304,0.450793684,1.421014786,0.809345722,0.208527803,0.451103926,0.125801772,-0.39170602,-0.770454645,-1.496393204,-0.920150995,-1.702131867,1.358705759,0.738775969
1993,3,23,0.230377659,0.56727612,0.20851098,0.29620713,0.173307598,0.632333457,0.315922499,-0.53566426,-0.014761925,-0.228134245,-0.476572394,-0.990040004,-1.01472795,0.453411937,-0.210575104,1.664420605,2.003832817
1993,3,24,0.216460168,0.405073822,0.093716361,0.034987845,0.018678471,0.522190332,0.496829212,-0.19885245,0.448622942,0.329805672,0.284381866,0.37044394,0.636425734,0.328628957,0.482669413,1.045783162,1.392857552
1993,3,25,0.004096573,0.095985547,-0.190386921,-0.139323294,0.004627269,0.401600599,0.342925489,-0.354732633,0.379476607,0.475511819,0.46715951,0.650777817,1.262619853,0.424768299,0.240307659,0.839268267,0.679335654
1993,3,26,0.147014961,0.130582377,0.099208117,0.725233674,0.750053763,1.81236589,1.862211823,1.408867598,2.39312911,2.274302006,1.321724057,1.673919439,2.072906017,0.361142099,0.611523926,1.028015494,0.243845642
1993,3,27,0.886894464,1.394270658,1.025407434,0.940396309,0.751508772,1.662767649,0.850828528,0.18505466,0.646211028,0.487762034,0.034959242,0.436228991,1.027234554,0.167771369,0.050244883,0.758516908,-0.058828846
1993,3,28,0.336529821,0.657699823,0.138778463,0.267996043,0.290810525,0.86148417,0.577829182,-0.340964019,0.49154371,0.417807013,0.301804036,0.633270264,1.183993459,0.296633214,0.130439118,0.629353285,-0.088229641
1993,3,29,0.731895685,1.295280337,0.71972996,0.639799893,0.803640187,1.715414286,1.470557213,1.015088201,1.736398458,1.452488065,0.367963076,0.407209545,0.631280303,-0.06718801,-0.186108619,0.366546243,-0.397783339
1993,3,30,0.59931463,1.064805031,0.500097334,0.302010268,0.507530034,1.31098938,0.723558426,0.071348876,0.42149809,0.277967364,-0.231108397,-0.446366936,-0.356826574,-0.226988494,-0.383029878,0.161595583,-0.525652885
1993,3,31,0.494276762,0.913208723,0.297515601,0.217206493,0.29997474,0.665622234,0.241714954,-0.910507798,-0.483022928,-0.894106209,-1.162264228,-1.818007469,-1.309685946,-0.375017226,-0.164036646,0.2274414,-0.249615818
1993,4,1,0.977184474,1.532788873,0.889612794,0.737136245,0.553163409,1.087489963,0.753311634,-0.637069106,0.518920004,0.616541743,-0.336727977,-1.423465967,-3.209224463,-1.155117154,-1.840520501,-0.235092521,-0.947536469
1993,4,2,1.41849649,2.19020772,1.875173807,1.6933918,1.55768013,2.308489084,1.186692238,-0.034578323,0.667177796,0.52745378,0.302384198,0.133960843,-0.193379283,0.102174222,0.333002448,0.834806204,0.229157537
1993,4,3,0.269903392,0.879742801,0.654147327,0.717376113,0.89315182,1.720233679,0.761111915,-0.107283652,0.419221103,0.305037022,0.060516477,-0.073809564,0.148040682,0.213179544,-0.068561532,0.793946087,-0.013605557
1993,4,4,0.224958062,0.564917862,0.506738722,0.779292703,0.859199822,1.33176446,0.633131027,-0.121568292,0.630497456,0.683275342,0.383567095,0.35551241,0.557144105,0.192171976,0.083820209,0.603034437,0.109763712
1993,4,5,0.798341095,1.214847803,1.226424456,1.412548661,1.340103865,1.981236935,1.028417587,0.321801275,0.75883925,0.52468431,0.151829615,0.192153841,0.300333709,-0.067938641,-0.205834925,0.440819055,-0.124746472
1993,4,6,1.273361921,1.971853852,1.65789032,1.234565496,1.127874494,1.546666861,0.566802502,-0.213945523,0.325293213,0.075717673,-0.190732747,-0.356641084,-0.471251369,-0.229085028,-0.642249584,0.370802641,-0.584809482
1993,4,7,0.765696764,1.369387865,0.855703533,0.520225227,0.754946709,1.151370168,0.429053307,-0.144459322,0.318213165,0.101498142,-0.042360887,-0.182476446,-0.046741277,-0.085216105,-0.128872484,0.588801503,-0.185582995
1993,4,8,0.280680776,0.679509163,0.262878209,0.224419236,0.595925808,0.859865606,0.161772758,-0.461558461,-0.141545415,-0.516500354,-1.00007236,-1.316800594,-1.99452889,-0.754289985,-1.603502631,0.119504571,-0.800684094
1993,4,9,0.450342804,0.841760695,0.580343723,0.583500624,0.693799019,0.945256054,0.325468183,-0.238806024,0.317528307,0.18130368,-0.178543746,-0.294281065,-1.169498205,-0.138200164,-0.78450954,0.537854731,0.159433544
1993,4,10,0.717770994,1.170302629,0.985862732,1.063489914,1.087906122,1.497674942,0.612446666,-0.023188263,0.605768621,0.447775424,0.191128671,0.126602769,-0.326208979,0.214001715,-0.001648098,1.175351977,0.528873444
1993,4,11,0.758462071,1.362350106,1.255262613,1.297725439,1.543782473,2.582171202,1.744283915,1.357852936,1.881336451,1.506690741,0.777717054,0.846215963,1.425894141,0.285155445,0.590407133,1.399153233,0.754804492
1993,4,12,0.487226486,0.935640991,0.809684694,0.814271867,1.169056296,2.402102709,1.56276381,1.431948781,2.057425499,2.21203804,0.953202128,1.138713121,1.614955902,0.129815191,0.070607498,0.804855883,-0.316200346
1993,4,13,0.375617892,0.690967917,0.6150316,0.676289916,1.080534458,2.027789593,1.197463155,0.713202834,1.040941119,1.103151798,0.232358709,0.283224761,0.510943055,-0.117116451,-0.363856018,0.509621084,-0.426460177
1993,4,14,0.478491575,0.896178067,0.938020706,1.102132797,1.116443276,1.680216551,0.743464768,0.163829684,0.499592453,0.463225335,0.01715973,0.006205574,0.469051421,0.076583855,0.031957224,0.614318132,-0.062982097
1993,4,15,0.514564276,0.767961442,0.680237889,0.899416029,0.941817582,1.26950562,0.508255541,-0.091099858,0.316582829,0.315424383,-0.136924058,-0.266879439,-0.39847365,-0.054390132,-0.754151702,0.441532016,-0.818027973
1993,4,16,0.786037564,1.02562356,0.815446973,0.918699384,0.898351789,1.203267336,0.435969591,-0.240999848,0.096542373,-0.057529926,-0.592143655,-1.112406731,-1.613590479,-0.537967801,-1.294143796,0.076578856,-0.864717662
1993,4,17,0.610312164,0.802503824,0.380663157,0.220800608,0.218667924,0.354266524,-0.267340064,-1.249831438,-0.567056894,-0.593264282,-0.454528213,-1.490416169,-1.801773787,0.112921536,-0.312445581,1.191653728,0.383581936
1993,4,18,1.048352242,1.223681092,0.69564724,0.469054163,0.522149503,0.871430755,0.477270663,-0.203582853,0.484923691,0.434148967,0.544032574,0.129779845,-0.413818836,0.314192861,-0.002127826,1.011609197,0.033999979
1993,4,19,0.905017257,1.370319724,1.109102964,0.996176839,0.953546822,1.362616301,0.636683226,0.004073858,0.380100846,0.281164318,0.22791262,0.081155673,0.183449671,0.132816285,0.088490911,0.84050101,0.293281555
1993,4,20,0.129292995,0.507229745,0.270509094,0.250323415,0.367528677,0.669334471,0.217347592,-0.331874579,-0.102887422,-0.314147711,-0.510650933,-0.79858458,-0.89845401,-0.286689639,-0.362095088,0.425130963,-0.050887644
1993,4,21,0.358442456,0.569441259,0.461258233,0.669281483,0.64802736,0.647518516,0.275664479,-0.222366273,0.044788901,-0.023623914,-0.183895767,-0.821139455,-1.816840053,-0.760696471,-1.244324684,0.015618324,-0.744674861
1993,4,22,0.858162701,1.129571676,1.08985734,1.462623477,1.255182266,1.579945326,0.925497472,0.532420337,0.638037801,0.506001115,0.193390548,0.057419986,-0.877895713,-0.332604468,-0.721140742,0.593999684,-0.246965826
1993,4,23,0.994296312,1.298420787,1.247285128,1.624632955,1.351769924,1.807938337,0.957518995,0.359885544,0.475132704,0.263328195,-0.380313158,-0.792717636,-1.795595527,-0.941441178,-1.565544844,0.236528397,-0.549286902
1993,4,24,1.349321127,1.860621691,1.643152356,1.264576912,0.710857332,0.959789634,0.465178668,0.063922852,0.454925865,0.411737442,0.346553028,-0.006119341,-0.397185415,0.090205312,-0.107676744,1.025912285,0.365796626
1993,4,25,0.59301579,0.82988584,0.634440184,0.739922822,0.772399902,0.843746901,0.35389325,-0.156382471,-0.024573222,-0.13073799,-0.237664759,-0.937443256,-2.131524801,-0.708625436,-1.987208128,-0.091680765,-0.985198021
1993,4,26,0.347545445,0.574980855,0.637791157,1.248356938,1.286070943,1.603759766,1.226809144,0.818654537,0.893943191,0.64970243,0.469965219,0.301600397,-0.400710762,0.137234926,-0.657023728,0.669275403,0.166177511
1993,4,27,0.753938794,1.115948319,1.208829045,1.71263957,1.480331421,2.429399014,2.259861946,2.333868027,2.57500124,2.44180584,1.247072816,0.998114705,0.975037694,0.248660713,0.320201278,0.971277535,0.51421535
1993,4,28,0.605306923,0.824752033,0.71909529,1.059981108,1.020268679,1.866516352,1.981401205,2.075104713,2.389285564,2.71760416,1.067445278,1.066856861,0.927493215,0.055932701,-0.105441749,0.507078171,-0.032127857
1993,4,29,0.447100461,0.661279976,0.547353983,0.905158997,1.116715431,1.921669364,2.275422573,1.920701981,1.716513991,1.801805258,0.469051361,0.20466347,0.18500483,-0.173494101,-0.103066534,0.895553231,0.22566697
1993,4,30,0.214575186,0.449670672,0.53232199,1.037882805,1.241159081,2.218884945,2.559361458,2.383853436,2.666440487,2.858869314,1.485236526,1.296579123,1.268915415,0.263212383,0.441119462,1.078876734,0.231594607
